pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,51,95.417,95.012,93.953,1.459,0.064
2,BOT,Mercedes,77,51,95.353,95.206,93.74,0.717,0.0
3,VET,Ferrari,5,51,95.373,95.302,94.453,0.628,0.02
4,RAI,Ferrari,7,29,95.853,95.755,94.337,1.738,0.5
5,GAS,Toro Rosso,10,49,95.998,95.973,94.863,1.08,0.645
6,MAG,Haas F1 Team,20,50,96.267,96.088,94.327,1.221,0.914
7,VAN,McLaren,2,49,96.891,96.387,95.131,1.79,1.538
8,HUL,Renault,27,50,96.697,96.457,94.667,2.105,1.344
9,ALO,McLaren,14,49,96.715,96.568,94.168,2.284,1.362
10,GRO,Haas F1 Team,8,47,96.855,96.599,94.053,1.992,1.502
11,HAR,Toro Rosso,28,49,96.973,96.647,94.689,1.629,1.62
12,OCO,Force India,31,49,97.094,97.049,95.043,1.22,1.741
13,SAI,Renault,55,49,97.204,97.11,95.535,1.525,1.851
14,SIR,Williams,35,49,97.725,97.242,94.563,2.242,2.372
15,PER,Force India,11,49,97.253,97.311,95.075,2.114,1.9
16,ERI,Sauber,9,51,97.362,97.338,95.093,1.566,2.009
17,LEC,Sauber,16,49,97.146,97.514,95.058,1.549,1.793
18,STR,Williams,18,48,97.567,97.52,95.266,1.727,2.214
19,RIC,Red Bull Racing,3,1,98.684,98.684,98.684,0.0,3.331
20,VER,Red Bull Racing,33,1,103.654,103.654,103.654,0.0,8.301
