Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
LEC,Sauber,3,4.0,SOFT,MEDIUM
PER,Force India,9,10.0,SOFT,MEDIUM
STR,Williams,10,11.0,SOFT,SUPERSOFT
VAN,McLaren,10,11.0,SUPERSOFT,SOFT
MAG,Haas F1 Team,13,14.0,SUPERSOFT,SUPERSOFT
ALO,McLaren,14,15.0,SOFT,MEDIUM
GAS,Toro Rosso,15,16.0,SUPERSOFT,SOFT
HUL,Renault,15,16.0,SUPERSOFT,SOFT
OCO,Force India,15,16.0,SUPERSOFT,MEDIUM
SAI,Renault,16,17.0,SUPERSOFT,SUPERSOFT
VET,Ferrari,17,18.0,SUPERSOFT,SUPERSOFT
GRO,Haas F1 Team,18,19.0,SUPERSOFT,SOFT
RAI,Ferrari,18,19.0,SUPERSOFT,SUPERSOFT
BOT,Mercedes,19,20.0,SUPERSOFT,SUPERSOFT
HAR,Toro Rosso,20,21.0,SUPERSOFT,SOFT
SIR,Williams,22,23.0,SOFT,MEDIUM
ERI,Sauber,23,24.0,SOFT,MEDIUM
HAM,Mercedes,25,26.0,SOFT,SOFT
SAI,Renault,26,27.0,SUPERSOFT,SOFT
MAG,Haas F1 Team,27,28.0,SUPERSOFT,SOFT
VAN,McLaren,28,29.0,SOFT,MEDIUM
STR,Williams,29,30.0,SUPERSOFT,SUPERSOFT
GRO,Haas F1 Team,30,31.0,SOFT,SUPERSOFT
PER,Force India,32,33.0,MEDIUM,SUPERSOFT
GAS,Toro Rosso,34,35.0,SOFT,SUPERSOFT
LEC,Sauber,34,35.0,MEDIUM,SUPERSOFT
RAI,Ferrari,34,,SOFT,
OCO,Force India,35,36.0,MEDIUM,SOFT
ALO,McLaren,39,40.0,MEDIUM,SUPERSOFT
HUL,Renault,39,40.0,SOFT,SUPERSOFT
SIR,Williams,40,41.0,MEDIUM,SUPERSOFT
HAR,Toro Rosso,42,43.0,SOFT,SUPERSOFT
GRO,Haas F1 Team,45,46.0,SUPERSOFT,SUPERSOFT
