circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,1976-01-25,1976-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,1,1976,,https://en.wikipedia.org/wiki/1976_Brazilian_Grand_Prix,1976
kyalami,Kyalami,https://en.wikipedia.org/wiki/Kyalami,South Africa,1976-03-06,1976-midrand,South African Grand Prix,midrand,-25.9894,Midrand,28.0767,2,1976,,https://en.wikipedia.org/wiki/1976_South_African_Grand_Prix,1976
long_beach,Long Beach,"https://en.wikipedia.org/wiki/Long_Beach,_California",USA,1976-03-28,1976-california,United States Grand Prix West,california,33.7651,California,-118.189,3,1976,,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix_West,1976
jarama,Jarama,https://en.wikipedia.org/wiki/Circuito_del_Jarama,Spain,1976-05-02,1976-madrid,Spanish Grand Prix,madrid,40.6171,Madrid,-3.58558,4,1976,,https://en.wikipedia.org/wiki/1976_Spanish_Grand_Prix,1976
zolder,Zolder,https://en.wikipedia.org/wiki/Circuit_Zolder,Belgium,1976-05-16,1976-heusden-zolder,Belgian Grand Prix,heusden-zolder,50.9894,Heusden-Zolder,5.25694,5,1976,,https://en.wikipedia.org/wiki/1976_Belgian_Grand_Prix,1976
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1976-05-30,1976-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,6,1976,,https://en.wikipedia.org/wiki/1976_Monaco_Grand_Prix,1976
anderstorp,Scandinavian Raceway,https://en.wikipedia.org/wiki/Anderstorp_Raceway,Sweden,1976-06-13,1976-anderstorp,Swedish Grand Prix,anderstorp,57.2653,Anderstorp,13.6042,7,1976,,https://en.wikipedia.org/wiki/1976_Swedish_Grand_Prix,1976
ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,France,1976-07-04,1976-le-castellet,French Grand Prix,le-castellet,43.2506,Le Castellet,5.79167,8,1976,,https://en.wikipedia.org/wiki/1976_French_Grand_Prix,1976
brands_hatch,Brands Hatch,https://en.wikipedia.org/wiki/Brands_Hatch,UK,1976-07-18,1976-kent,British Grand Prix,kent,51.3569,Kent,0.263056,9,1976,,https://en.wikipedia.org/wiki/1976_British_Grand_Prix,1976
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1976-08-01,1976-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,10,1976,,https://en.wikipedia.org/wiki/1976_German_Grand_Prix,1976
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,1976-08-15,1976-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,11,1976,,https://en.wikipedia.org/wiki/1976_Austrian_Grand_Prix,1976
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1976-08-29,1976-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,12,1976,,https://en.wikipedia.org/wiki/1976_Dutch_Grand_Prix,1976
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1976-09-12,1976-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,13,1976,,https://en.wikipedia.org/wiki/1976_Italian_Grand_Prix,1976
mosport,Mosport International Raceway,https://en.wikipedia.org/wiki/Canadian_Tire_Motorsport_Park,Canada,1976-10-03,1976-ontario,Canadian Grand Prix,ontario,44.0481,Ontario,-78.6756,14,1976,,https://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix,1976
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1976-10-10,1976-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,15,1976,,https://en.wikipedia.org/wiki/1976_United_States_Grand_Prix,1976
fuji,Fuji Speedway,https://en.wikipedia.org/wiki/Fuji_Speedway,Japan,1976-10-24,1976-oyama,Japanese Grand Prix,oyama,35.3717,Oyama,138.927,16,1976,,https://en.wikipedia.org/wiki/1976_Japanese_Grand_Prix,1976
