pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PIA,McLaren,81,46,83.469,83.432,81.943,0.903,0.0
2,NOR,McLaren,4,46,83.524,83.525,81.432,0.985,0.055
3,VER,Red Bull Racing,1,46,84.042,83.604,81.745,1.071,0.573
4,HAM,Mercedes,44,46,83.809,83.62,81.512,1.127,0.34
5,LEC,Ferrari,16,48,83.882,83.702,83.226,0.545,0.413
6,SAI,Ferrari,55,48,84.175,83.88,83.219,0.737,0.706
7,RUS,Mercedes,63,46,83.9,83.886,82.036,1.127,0.431
8,PER,Red Bull Racing,11,46,84.42,84.31,82.971,0.958,0.951
9,MAG,Haas F1 Team,20,48,84.882,84.781,83.437,0.824,1.413
10,ALO,Aston Martin,14,46,84.65,84.804,82.944,0.955,1.181
11,STR,Aston Martin,18,43,85.146,84.947,82.232,1.115,1.677
12,COL,Williams,43,48,85.282,84.972,83.728,0.821,1.813
13,ALB,Williams,23,48,85.109,85.024,83.918,0.707,1.64
14,RIC,RB,3,48,85.17,85.03,84.219,0.517,1.701
15,HUL,Haas F1 Team,27,45,84.942,85.191,83.275,0.983,1.473
16,GAS,Alpine,10,45,85.242,85.214,83.755,0.825,1.773
17,ZHO,Kick Sauber,24,47,86.062,85.876,85.092,0.629,2.593
18,OCO,Alpine,31,47,85.695,86.006,84.343,0.767,2.226
19,BOT,Kick Sauber,77,47,85.927,86.309,83.609,1.019,2.458
20,TSU,RB,22,6,89.392,88.006,86.198,3.583,5.923
