pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,58,82.561,82.796,79.822,1.12,0.0
2,VER,Red Bull Racing,33,58,82.984,83.214,81.477,0.929,0.423
3,BOT,Mercedes,77,57,82.95,83.304,78.183,1.191,0.389
4,KVY,AlphaTauri,26,58,84.384,84.349,82.336,1.15,1.823
5,STR,Racing Point,18,58,84.18,84.465,82.024,1.094,1.619
6,SAI,McLaren,55,58,84.244,84.468,81.771,1.109,1.683
7,LAT,Williams,6,57,84.977,84.634,82.03,1.703,2.416
8,VET,Ferrari,5,59,84.683,84.668,82.707,0.916,2.122
9,PER,Racing Point,11,59,84.463,84.669,82.515,0.908,1.902
10,GAS,AlphaTauri,10,58,84.437,84.685,82.543,0.978,1.876
11,GIO,Alfa Romeo Racing,99,58,84.756,84.685,81.801,1.483,2.195
12,ALB,Red Bull Racing,23,58,84.482,84.798,82.194,1.002,1.921
13,NOR,McLaren,4,58,84.461,84.834,82.392,1.014,1.9
14,RUS,Williams,63,58,85.006,84.947,82.503,0.892,2.445
15,RAI,Alfa Romeo Racing,7,58,84.629,84.997,81.888,1.514,2.068
16,RIC,Renault,3,59,84.646,85.04,82.464,1.187,2.085
17,LEC,Ferrari,16,33,85.607,85.309,83.968,1.454,3.046
18,OCO,Renault,31,59,84.863,85.348,82.174,1.188,2.302
19,MAG,Haas F1 Team,20,59,85.052,85.383,83.474,0.846,2.491
20,GRO,Haas F1 Team,8,57,85.2,85.818,80.409,1.372,2.639
