Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALO,Aston Martin,4,5.0,SOFT,HARD
ALB,Williams,9,10.0,MEDIUM,HARD
LEC,Ferrari,9,10.0,MEDIUM,HARD
NOR,McLaren,9,10.0,MEDIUM,HARD
STR,Aston Martin,9,10.0,MEDIUM,HARD
GAS,Alpine,10,11.0,MEDIUM,HARD
PIA,McLaren,10,11.0,MEDIUM,HARD
SAI,Ferrari,10,11.0,MEDIUM,HARD
TSU,RB,10,11.0,MEDIUM,HARD
LAW,RB,11,12.0,MEDIUM,HARD
OCO,Alpine,11,12.0,MEDIUM,MEDIUM
VER,Red Bull Racing,11,12.0,MEDIUM,HARD
ZHO,Kick Sauber,11,12.0,MEDIUM,HARD
OCO,Alpine,12,13.0,MEDIUM,HARD
RUS,Mercedes,12,13.0,MEDIUM,HARD
HAM,Mercedes,13,14.0,MEDIUM,HARD
HUL,Haas F1 Team,14,15.0,MEDIUM,HARD
GAS,Alpine,15,,HARD,
COL,Williams,16,17.0,HARD,MEDIUM
BOT,Kick Sauber,17,18.0,HARD,MEDIUM
MAG,Haas F1 Team,17,18.0,MEDIUM,HARD
PER,Red Bull Racing,17,18.0,HARD,MEDIUM
ALO,Aston Martin,24,25.0,HARD,HARD
ALB,Williams,25,,HARD,
PIA,McLaren,25,26.0,HARD,HARD
COL,Williams,26,27.0,MEDIUM,HARD
HAM,Mercedes,27,28.0,HARD,HARD
VER,Red Bull Racing,27,28.0,HARD,HARD
SAI,Ferrari,28,29.0,HARD,HARD
STR,Aston Martin,28,29.0,HARD,HARD
TSU,RB,29,30.0,HARD,HARD
NOR,McLaren,30,31.0,HARD,HARD
LEC,Ferrari,31,32.0,HARD,HARD
PER,Red Bull Racing,32,33.0,MEDIUM,HARD
RUS,Mercedes,32,33.0,HARD,HARD
HUL,Haas F1 Team,33,34.0,HARD,HARD
ZHO,Kick Sauber,34,35.0,HARD,HARD
BOT,Kick Sauber,35,36.0,MEDIUM,HARD
LAW,RB,38,39.0,HARD,HARD
OCO,Alpine,45,46.0,HARD,SOFT
NOR,McLaren,48,49.0,HARD,SOFT
