constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
BRM,brm,British,,hill,Graham Hill,British,17,1962-zandvoort,Dutch Grand Prix,,,,,,2,80,7862100,9.0,1,1,1,Finished,2:11:02.100,1962
Lotus-Climax,lotus-climax,British,,trevor_taylor,Trevor Taylor,British,5,1962-zandvoort,Dutch Grand Prix,,,,,,10,80,7889300,6.0,2,2,1,Finished,+27.200,1962
Ferrari,ferrari,Italian,,phil_hill,Phil Hill,American,1,1962-zandvoort,Dutch Grand Prix,,,,,,9,80,7943200,4.0,3,3,1,Finished,+1:21.100,1962
Ferrari,ferrari,Italian,,baghetti,Giancarlo Baghetti,Italian,2,1962-zandvoort,Dutch Grand Prix,,,,,,12,79,,3.0,4,4,1,+1 Lap,,1962
Cooper-Climax,cooper-climax,British,,maggs,Tony Maggs,South African,7,1962-zandvoort,Dutch Grand Prix,,,,,,15,78,,2.0,5,5,1,+2 Laps,,1962
Porsche,porsche,German,,beaufort,Carel Godin de Beaufort,Dutch,14,1962-zandvoort,Dutch Grand Prix,,,,,,14,76,,1.0,6,6,1,+4 Laps,,1962
Porsche,porsche,German,,bonnier,Jo Bonnier,Swedish,11,1962-zandvoort,Dutch Grand Prix,,,,,,13,75,,0.0,7,7,1,+5 Laps,,1962
Cooper-Climax,cooper-climax,British,,lewis,Jackie Lewis,British,21,1962-zandvoort,Dutch Grand Prix,,,,,,7,70,,0.0,8,8,1,+10 Laps,,1962
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,4,1962-zandvoort,Dutch Grand Prix,,,,,,3,70,,0.0,9,9,1,+10 Laps,,1962
Ferrari,ferrari,Italian,,ricardo_rodriguez,Ricardo Rodríguez,Mexican,3,1962-zandvoort,Dutch Grand Prix,,,,,,11,73,,0.0,10,R,1,Accident,,1962
BRM,brm,British,,ginther,Richie Ginther,American,18,1962-zandvoort,Dutch Grand Prix,,,,,,7,71,,0.0,11,R,1,Accident,,1962
Lotus-Climax,lotus-climax,British,,ireland,Innes Ireland,British,9,1962-zandvoort,Dutch Grand Prix,,,,,,6,61,,0.0,12,R,1,Accident,,1962
Lotus-Climax,lotus-climax,British,,gregory,Masten Gregory,American,10,1962-zandvoort,Dutch Grand Prix,,,,,,16,54,,0.0,13,R,1,Halfshaft,,1962
Emeryson,emeryson,British,,seidel,Wolfgang Seidel,German,16,1962-zandvoort,Dutch Grand Prix,,,,,,20,52,,0.0,14,R,1,Not classified,,1962
Porsche,porsche,German,,gurney,Dan Gurney,American,12,1962-zandvoort,Dutch Grand Prix,,,,,,8,47,,0.0,15,R,1,Gearbox,,1962
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,6,1962-zandvoort,Dutch Grand Prix,,,,,,5,21,,0.0,16,R,1,Gearbox,,1962
Lola,lola,British,,salvadori,Roy Salvadori,British,20,1962-zandvoort,Dutch Grand Prix,,,,,,17,12,,0.0,17,W,1,Withdrew,,1962
Lola,lola,British,,surtees,John Surtees,British,19,1962-zandvoort,Dutch Grand Prix,,,,,,1,8,,0.0,18,R,1,Accident,,1962
Lotus-Climax,lotus-climax,British,,jack_brabham,Jack Brabham,Australian,8,1962-zandvoort,Dutch Grand Prix,,,,,,4,4,,0.0,19,R,1,Accident,,1962
Porsche,porsche,German,,pon,Ben Pon,Dutch,15,1962-zandvoort,Dutch Grand Prix,,,,,,10,2,,0.0,20,R,1,Accident,,1962
Porsche,porsche,German,,slotemaker,Rob Slotemaker,Dutch,16,1962-zandvoort,Dutch Grand Prix,,,,,,0,0,,0.0,21,W,1,Withdrew,,1962
Lotus-Climax,lotus-climax,British,,trintignant,Maurice Trintignant,French,21,1962-zandvoort,Dutch Grand Prix,,,,,,0,0,,0.0,22,W,1,Withdrew,,1962
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,14,1962-monte-carlo,Monaco Grand Prix,,,,,,3,100,9989700,9.0,1,1,2,Finished,2:46:29.700,1962
Ferrari,ferrari,Italian,,phil_hill,Phil Hill,American,36,1962-monte-carlo,Monaco Grand Prix,,,,,,9,100,9991000,6.0,2,2,2,Finished,+1.300,1962
Ferrari,ferrari,Italian,,bandini,Lorenzo Bandini,Italian,38,1962-monte-carlo,Monaco Grand Prix,,,,,,10,100,10073800,4.0,3,3,2,Finished,+1:24.100,1962
Lola,lola,British,,surtees,John Surtees,British,28,1962-monte-carlo,Monaco Grand Prix,,,,,,11,99,,3.0,4,4,2,+1 Lap,,1962
Porsche,porsche,German,,bonnier,Jo Bonnier,Swedish,2,1962-monte-carlo,Monaco Grand Prix,,,,,,18,93,,2.0,5,5,2,+7 Laps,,1962
BRM,brm,British,,hill,Graham Hill,British,10,1962-monte-carlo,Monaco Grand Prix,,,,,,2,92,,1.0,6,6,2,Engine,,1962
Ferrari,ferrari,Italian,,mairesse,Willy Mairesse,Belgian,40,1962-monte-carlo,Monaco Grand Prix,,,,,,4,90,,0.0,7,7,2,Oil pressure,,1962
Lotus-Climax,lotus-climax,British,,jack_brabham,Jack Brabham,Australian,22,1962-monte-carlo,Monaco Grand Prix,,,,,,6,77,,0.0,8,8,2,Accident,,1962
Lotus-Climax,lotus-climax,British,,ireland,Innes Ireland,British,34,1962-monte-carlo,Monaco Grand Prix,,,,,,8,64,,0.0,9,R,2,Fuel pump,,1962
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,18,1962-monte-carlo,Monaco Grand Prix,,,,,,1,55,,0.0,10,R,2,Clutch,,1962
Lola,lola,British,,salvadori,Roy Salvadori,British,26,1962-monte-carlo,Monaco Grand Prix,,,,,,12,44,,0.0,11,R,2,Suspension,,1962
