Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALO,Alpine,2,3,MEDIUM,MEDIUM
BOT,Mercedes,2,3,MEDIUM,MEDIUM
GAS,AlphaTauri,2,3,SOFT,SOFT
GIO,Alfa Romeo Racing,2,3,MEDIUM,MEDIUM
HAM,Mercedes,2,3,MEDIUM,MEDIUM
LAT,Williams,2,3,MEDIUM,MEDIUM
LEC,Ferrari,2,3,MEDIUM,MEDIUM
MAZ,Haas F1 Team,2,3,MEDIUM,MEDIUM
MSC,Haas F1 Team,2,3,MEDIUM,MEDIUM
NOR,McLaren,2,3,SOFT,SOFT
OCO,Alpine,2,3,SOFT,SOFT
PER,Red Bull Racing,2,3,MEDIUM,MEDIUM
RIC,McLaren,2,3,MEDIUM,MEDIUM
RUS,Williams,2,3,MEDIUM,MEDIUM
SAI,Ferrari,2,3,SOFT,SOFT
STR,Aston Martin,2,3,SOFT,SOFT
TSU,AlphaTauri,2,3,MEDIUM,MEDIUM
VER,Red Bull Racing,2,3,MEDIUM,MEDIUM
VET,Aston Martin,2,3,SOFT,SOFT
ALO,Alpine,3,4,MEDIUM,MEDIUM
BOT,Mercedes,3,4,MEDIUM,MEDIUM
GAS,AlphaTauri,3,4,SOFT,SOFT
GIO,Alfa Romeo Racing,3,4,MEDIUM,MEDIUM
HAM,Mercedes,3,4,MEDIUM,MEDIUM
LAT,Williams,3,4,MEDIUM,MEDIUM
LEC,Ferrari,3,4,MEDIUM,MEDIUM
MAZ,Haas F1 Team,3,4,MEDIUM,MEDIUM
MSC,Haas F1 Team,3,4,MEDIUM,MEDIUM
NOR,McLaren,3,4,SOFT,SOFT
OCO,Alpine,3,4,SOFT,SOFT
PER,Red Bull Racing,3,4,MEDIUM,MEDIUM
RIC,McLaren,3,4,MEDIUM,MEDIUM
RUS,Williams,3,4,MEDIUM,MEDIUM
SAI,Ferrari,3,4,SOFT,SOFT
STR,Aston Martin,3,4,SOFT,SOFT
TSU,AlphaTauri,3,4,MEDIUM,MEDIUM
VER,Red Bull Racing,3,4,MEDIUM,MEDIUM
VET,Aston Martin,3,4,SOFT,SOFT
SAI,Ferrari,21,22,SOFT,MEDIUM
TSU,AlphaTauri,21,22,MEDIUM,HARD
GIO,Alfa Romeo Racing,22,23,MEDIUM,HARD
NOR,McLaren,22,23,SOFT,MEDIUM
OCO,Alpine,22,23,SOFT,HARD
VET,Aston Martin,22,23,SOFT,MEDIUM
GAS,AlphaTauri,24,25,SOFT,MEDIUM
LAT,Williams,24,25,MEDIUM,HARD
LEC,Ferrari,25,26,MEDIUM,HARD
RUS,Williams,28,29,MEDIUM,HARD
MAZ,Haas F1 Team,31,32,MEDIUM,HARD
MSC,Haas F1 Team,32,33,MEDIUM,HARD
VER,Red Bull Racing,35,36,MEDIUM,HARD
BOT,Mercedes,36,37,MEDIUM,HARD
HAM,Mercedes,37,38,MEDIUM,HARD
STR,Aston Martin,39,40,SOFT,MEDIUM
ALO,Alpine,40,41,MEDIUM,HARD
RIC,McLaren,41,42,MEDIUM,HARD
MAZ,Haas F1 Team,43,44,HARD,SOFT
PER,Red Bull Racing,51,52,MEDIUM,SOFT
BOT,Mercedes,63,64,HARD,SOFT
VER,Red Bull Racing,64,65,HARD,SOFT
