stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VER,Red Bull Racing,SOFT,5.0,66.0,66.0,1,79.849,79.849,79.849
2,BOT,Mercedes,SOFT,5.0,65.0,66.0,2,80.345,80.345,79.865
3,HAM,Mercedes,HARD,4.0,39.0,66.0,28,81.423,81.361,80.933
4,VER,Red Bull Racing,HARD,4.0,37.0,63.0,27,81.458,81.457,80.695
5,BOT,Mercedes,HARD,4.0,38.0,62.0,25,81.591,81.407,80.967
6,PER,Red Bull Racing,SOFT,4.0,53.0,66.0,14,81.896,81.968,80.643
7,ALO,Alpine,HARD,4.0,42.0,66.0,25,82.112,82.108,81.032
8,LEC,Ferrari,HARD,4.0,27.0,66.0,40,82.411,82.473,81.496
9,NOR,McLaren,MEDIUM,4.0,24.0,66.0,43,82.497,82.559,81.696
10,RIC,McLaren,HARD,4.0,43.0,66.0,24,82.593,82.563,81.987
11,OCO,Alpine,HARD,4.0,24.0,66.0,43,82.61,82.564,81.886
12,HAM,Mercedes,MEDIUM,3.0,7.0,36.0,30,82.628,82.599,81.613
13,BOT,Mercedes,MEDIUM,3.0,7.0,35.0,29,82.795,82.633,81.927
14,VER,Red Bull Racing,MEDIUM,3.0,7.0,34.0,28,82.846,82.613,81.934
15,PER,Red Bull Racing,MEDIUM,3.0,7.0,50.0,44,82.88,82.716,81.728
16,GAS,AlphaTauri,MEDIUM,4.0,26.0,66.0,41,82.889,82.855,82.014
17,STR,Aston Martin,MEDIUM,4.0,41.0,65.0,25,82.909,82.794,81.97
18,GIO,Alfa Romeo Racing,HARD,4.0,24.0,65.0,42,82.98,82.984,82.167
19,SAI,Ferrari,MEDIUM,4.0,23.0,66.0,44,83.136,82.992,82.325
20,VET,Aston Martin,MEDIUM,4.0,24.0,65.0,42,83.185,83.116,82.416
21,TSU,AlphaTauri,HARD,4.0,23.0,65.0,43,83.386,83.177,82.058
22,RIC,McLaren,MEDIUM,3.0,7.0,40.0,34,83.707,83.408,82.64
23,ALO,Alpine,MEDIUM,3.0,7.0,39.0,33,83.789,83.708,82.529
24,RUS,Williams,HARD,4.0,30.0,65.0,36,83.929,83.785,82.654
25,NOR,McLaren,SOFT,3.0,7.0,21.0,15,83.992,83.771,83.32
26,STR,Aston Martin,SOFT,3.0,7.0,38.0,32,84.061,83.882,82.807
27,LEC,Ferrari,MEDIUM,3.0,7.0,24.0,18,84.121,83.842,83.432
28,SAI,Ferrari,SOFT,3.0,7.0,20.0,14,84.159,83.875,83.196
29,GAS,AlphaTauri,SOFT,3.0,7.0,23.0,17,84.277,83.881,83.316
30,OCO,Alpine,SOFT,3.0,7.0,21.0,15,84.342,83.883,83.721
31,MSC,Haas F1 Team,HARD,4.0,34.0,64.0,31,84.511,84.206,82.755
32,VET,Aston Martin,SOFT,3.0,7.0,21.0,15,84.623,84.142,83.876
33,GIO,Alfa Romeo Racing,MEDIUM,3.0,7.0,21.0,15,84.646,84.202,83.58
34,LAT,Williams,HARD,4.0,26.0,64.0,39,84.719,84.323,83.155
35,MAZ,Haas F1 Team,SOFT,5.0,45.0,64.0,20,84.866,84.171,83.641
36,TSU,AlphaTauri,MEDIUM,3.0,7.0,20.0,14,85.066,84.478,83.683
37,MAZ,Haas F1 Team,HARD,4.0,33.0,42.0,10,85.417,84.52,84.132
38,MSC,Haas F1 Team,MEDIUM,3.0,7.0,31.0,25,85.422,85.13,83.783
39,RUS,Williams,MEDIUM,3.0,7.0,27.0,21,85.626,85.109,84.039
40,LAT,Williams,MEDIUM,3.0,7.0,23.0,17,85.651,85.093,84.547
41,MAZ,Haas F1 Team,MEDIUM,3.0,7.0,30.0,24,85.853,85.388,84.468
42,RAI,Alfa Romeo Racing,SOFT,1.0,1.0,1.0,1,93.673,93.673,93.673
