pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,61,85.106,84.197,81.517,4.986,0.185
2,RUS,Mercedes,63,61,84.921,84.238,81.645,4.938,0.0
3,VER,Red Bull Racing,1,63,85.348,84.248,80.472,6.748,0.427
4,GAS,Alpine,10,63,85.893,84.381,81.645,6.272,0.972
5,OCO,Alpine,31,63,85.468,84.423,81.771,6.077,0.547
6,LEC,Ferrari,16,61,86.045,84.432,81.631,6.076,1.124
7,ALO,Aston Martin,14,61,86.721,84.579,82.293,6.385,1.8
8,TSU,RB,22,61,85.615,84.617,81.828,4.762,0.694
9,HAM,Mercedes,44,61,86.4,84.646,82.041,5.436,1.479
10,BEA,Haas F1 Team,50,61,86.649,84.737,82.494,5.59,1.728
11,LAW,RB,30,61,86.166,84.757,82.123,5.047,1.245
12,PIA,McLaren,81,61,85.794,84.789,81.532,5.325,0.873
13,HUL,Haas F1 Team,27,22,85.008,84.821,83.764,0.901,0.087
14,BOT,Kick Sauber,77,63,87.594,85.144,82.877,6.679,2.673
15,PER,Red Bull Racing,11,61,86.512,85.156,82.143,5.736,1.591
16,COL,Williams,43,25,86.364,85.549,84.296,3.032,1.443
17,SAI,Ferrari,55,31,87.082,85.684,84.201,4.1,2.161
18,ZHO,Kick Sauber,24,59,86.891,85.855,83.058,4.192,1.97
