Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
LEC,Ferrari,24,25.0,INTERMEDIATE,INTERMEDIATE
HUL,Haas F1 Team,25,26.0,INTERMEDIATE,INTERMEDIATE
COL,Williams,26,27.0,INTERMEDIATE,INTERMEDIATE
ALO,Aston Martin,27,28.0,INTERMEDIATE,INTERMEDIATE
BEA,Haas F1 Team,27,28.0,INTERMEDIATE,INTERMEDIATE
HAM,Mercedes,27,28.0,INTERMEDIATE,INTERMEDIATE
PER,Red Bull Racing,27,28.0,INTERMEDIATE,WET
PIA,McLaren,27,28.0,INTERMEDIATE,INTERMEDIATE
SAI,Ferrari,27,28.0,INTERMEDIATE,INTERMEDIATE
ZHO,Kick Sauber,27,28.0,INTERMEDIATE,INTERMEDIATE
LAW,RB,28,29.0,INTERMEDIATE,WET
NOR,McLaren,28,29.0,INTERMEDIATE,INTERMEDIATE
RUS,Mercedes,28,29.0,INTERMEDIATE,INTERMEDIATE
TSU,RB,28,29.0,INTERMEDIATE,WET
ZHO,Kick Sauber,28,29.0,INTERMEDIATE,WET
HUL,Haas F1 Team,29,,WET,
COL,Williams,30,,INTERMEDIATE,
