constructor_ids,constructors,driver_code,driver_id,driver_name,driver_nationality,driver_number,points,position,position_text,wins,year
"[""cooper-borgward""]","[""Cooper-Borgward""]",,constantine,George Constantine,American,,0.0,,-,0,1959
"[""cooper-climax"", ""cooper-maserati""]","[""Cooper-Climax"", ""Cooper-Maserati""]",,fairman,Jack Fairman,British,,0.0,,-,0,1959
"[""kuzma""]","[""Kuzma""]",,sachs,Eddie Sachs,American,,0.0,,-,0,1959
"[""kuzma""]","[""Kuzma""]",,keller,Al Keller,American,,0.0,,-,0,1959
"[""connaught""]","[""Connaught""]",,said,Bob Said,American,,0.0,,-,0,1959
"[""watson""]","[""Watson""]",,flaherty,Pat Flaherty,American,,0.0,,-,0,1959
"[""maserati""]","[""Maserati""]",,cade,Phil Cade,American,,0.0,,-,0,1959
"[""watson""]","[""Watson""]",,dick_rathmann,Dick Rathmann,American,,0.0,,-,0,1959
"[""kuzma""]","[""Kuzma""]",,cheesbourg,Bill Cheesbourg,American,,0.0,,-,0,1959
"[""team_lotus""]","[""Team Lotus""]",,piper,David Piper,British,,0.0,,-,0,1959
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,freeland,Don Freeland,American,,0.0,,-,0,1959
"[""maserati""]","[""Maserati""]",,fontes,Azdrubal Fontes,Uruguayan,,0.0,,-,0,1959
"[""jbw""]","[""JBW""]",,naylor,Brian Naylor,British,,0.0,,-,0,1959
"[""elder""]","[""Elder""]",,ray_crawford,Ray Crawford,American,,0.0,,-,0,1959
"[""cooper-climax""]","[""Cooper-Climax""]",,mike_taylor,Mike Taylor,British,,0.0,,-,0,1959
"[""phillips""]","[""Phillips""]",,branson,Don Branson,American,,0.0,,-,0,1959
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,christie,Bob Christie,American,,0.0,,-,0,1959
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,grim,Bobby Grim,American,,0.0,,-,0,1959
"[""vhristensen""]","[""Christensen""]",,turner,Jack Turner,American,,0.0,,-,0,1959
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,weyant,Chuck Weyant,American,,0.0,,-,0,1959
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,larson,Jud Larson,American,,0.0,,-,0,1959
"[""sutton""]","[""Sutton""]",,magill,Mike Magill,American,,0.0,,-,0,1959
"[""kurtis_kraft""]","[""Kurtis Kraft""]",,amick,Red Amick,American,,0.0,,-,0,1959
"[""lesovsky""]","[""Lesovsky""]",,sutton,Len Sutton,American,,0.0,,-,0,1959
"[""epperly""]","[""Epperly""]",,bryan,Jimmy Bryan,American,,0.0,,-,0,1959
