constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Cooper-Climax,cooper-climax,British,,jack_brabham,Jack Brabham,Australian,24,1959-monte-carlo,Monaco Grand Prix,,,,,,3,100,10551300,9.0,1,1,1,Finished,2:55:51.300,1959
Ferrari,ferrari,Italian,,brooks,Tony Brooks,British,50,1959-monte-carlo,Monaco Grand Prix,,,,,,4,100,10571700,6.0,2,2,1,Finished,+20.400,1959
Cooper-Climax,cooper-climax,British,,trintignant,Maurice Trintignant,French,32,1959-monte-carlo,Monaco Grand Prix,,,,,,6,98,,4.0,3,3,1,+2 Laps,,1959
Ferrari,ferrari,Italian,,phil_hill,Phil Hill,American,48,1959-monte-carlo,Monaco Grand Prix,,,,,,5,97,,3.0,4,4,1,+3 Laps,,1959
Cooper-Climax,cooper-climax,British,,mclaren,Bruce McLaren,New Zealander,22,1959-monte-carlo,Monaco Grand Prix,,,,,,13,96,,2.0,5,5,1,+4 Laps,,1959
Cooper-Maserati,cooper-maserati,British,,salvadori,Roy Salvadori,British,38,1959-monte-carlo,Monaco Grand Prix,,,,,,8,83,,0.0,6,6,1,+17 Laps,,1959
Cooper-Climax,cooper-climax,British,,moss,Stirling Moss,British,30,1959-monte-carlo,Monaco Grand Prix,,,,,,1,81,,0.0,7,R,1,Transmission,,1959
BRM,brm,British,,flockhart,Ron Flockhart,British,20,1959-monte-carlo,Monaco Grand Prix,,,,,,10,64,,0.0,8,R,1,Spun off,,1959
BRM,brm,British,,schell,Harry Schell,American,16,1959-monte-carlo,Monaco Grand Prix,,,,,,9,48,,0.0,9,R,1,Accident,,1959
BRM,brm,British,,bonnier,Jo Bonnier,Swedish,18,1959-monte-carlo,Monaco Grand Prix,,,,,,7,44,,0.0,10,R,1,Brakes,,1959
Ferrari,ferrari,Italian,,behra,Jean Behra,French,46,1959-monte-carlo,Monaco Grand Prix,,,,,,2,24,,0.0,11,R,1,Engine,,1959
Team Lotus,team_lotus,British,,hill,Graham Hill,British,40,1959-monte-carlo,Monaco Grand Prix,,,,,,14,21,,0.0,12,R,1,Heat shield fire,,1959
Cooper-Climax,cooper-climax,British,,gregory,Masten Gregory,American,26,1959-monte-carlo,Monaco Grand Prix,,,,,,11,6,,0.0,13,R,1,Gearbox,,1959
Porsche,porsche,German,,trips,Wolfgang von Trips,German,6,1959-monte-carlo,Monaco Grand Prix,,,,,,12,1,,0.0,14,R,1,Collision,,1959
Ferrari,ferrari,Italian,,allison,Cliff Allison,British,52,1959-monte-carlo,Monaco Grand Prix,,,,,,15,1,,0.0,15,R,1,Collision,,1959
Team Lotus,team_lotus,British,,halford,Bruce Halford,British,44,1959-monte-carlo,Monaco Grand Prix,,,,,,16,1,,0.0,16,R,1,Collision,,1959
Watson,watson,American,,ward,Rodger Ward,American,5,1959-indianapolis,Indianapolis 500,,,,,,6,200,13249200,8.0,1,1,2,Finished,3:40:49.200,1959
Watson,watson,American,,rathmann,Jim Rathmann,American,16,1959-indianapolis,Indianapolis 500,,,,,,3,200,13272480,6.0,2,2,2,Finished,+23.280,1959
Lesovsky,lesovsky,American,,thomson,Johnny Thomson,American,3,1959-indianapolis,Indianapolis 500,,,,,,1,200,13299840,5.0,3,3,2,Finished,+50.640,1959
Epperly,epperly,American,,bettenhausen,Tony Bettenhausen,American,1,1959-indianapolis,Indianapolis 500,,,,,,15,200,13356290,3.0,4,4,2,Finished,+1:47.090,1959
Epperly,epperly,American,,goldsmith,Paul Goldsmith,American,99,1959-indianapolis,Indianapolis 500,,,,,,16,200,13375640,2.0,5,5,2,Finished,+2:06.440,1959
Epperly,epperly,American,,boyd,Johnny Boyd,American,33,1959-indianapolis,Indianapolis 500,,,,,,11,200,13446180,0.0,6,6,2,Finished,+3:16.980,1959
Kurtis Kraft,kurtis_kraft,American,,darter,Duane Carter,American,37,1959-indianapolis,Indianapolis 500,,,,,,12,200,13499120,0.0,7,7,2,Finished,+4:09.920,1959
Kurtis Kraft,kurtis_kraft,American,,johnson,Eddie Johnson,American,19,1959-indianapolis,Indianapolis 500,,,,,,8,200,13499730,0.0,8,8,2,Finished,+4:10.530,1959
Kurtis Kraft,kurtis_kraft,American,,paul_russo,Paul Russo,American,45,1959-indianapolis,Indianapolis 500,,,,,,27,200,13500240,0.0,9,9,2,Finished,+4:11.040,1959
Kuzma,kuzma,American,,foyt,Anthony Foyt,American,10,1959-indianapolis,Indianapolis 500,,,,,,17,200,13503680,0.0,10,10,2,Finished,+4:14.480,1959
Kuzma,kuzma,American,,hartley,Gene Hartley,American,88,1959-indianapolis,Indianapolis 500,,,,,,9,200,13591680,0.0,11,11,2,Finished,+5:42.480,1959
Moore,moore,American,,veith,Bob Veith,American,74,1959-indianapolis,Indianapolis 500,,,,,,7,200,13618930,0.0,12,12,2,Finished,+6:09.730,1959
Dunn,dunn,American,,herman,Al Herman,American,89,1959-indianapolis,Indianapolis 500,,,,,,23,200,13649600,0.0,13,13,2,Finished,+6:40.400,1959
Kurtis Kraft,kurtis_kraft,American,,daywalt,Jimmy Daywalt,American,66,1959-indianapolis,Indianapolis 500,,,,,,13,200,13650740,0.0,14,14,2,Finished,+6:41.540,1959
Kurtis Kraft,kurtis_kraft,American,,arnold,Chuck Arnold,American,71,1959-indianapolis,Indianapolis 500,,,,,,21,200,13749060,0.0,15,15,2,Finished,+8:19.860,1959
Kurtis Kraft,kurtis_kraft,American,,mcwithey,Jim McWithey,American,58,1959-indianapolis,Indianapolis 500,,,,,,33,200,13950890,0.0,16,16,2,Finished,+11:41.690,1959
Kuzma,kuzma,American,,sachs,Eddie Sachs,American,44,1959-indianapolis,Indianapolis 500,,,,,,2,182,,0.0,17,R,2,Spun off,,1959
Kuzma,kuzma,American,,keller,Al Keller,American,57,1959-indianapolis,Indianapolis 500,,,,,,28,163,,0.0,18,R,2,Engine,,1959
Watson,watson,American,,flaherty,Pat Flaherty,American,64,1959-indianapolis,Indianapolis 500,,,,,,18,162,,0.0,19,R,2,Accident,,1959
Watson,watson,American,,dick_rathmann,Dick Rathmann,American,73,1959-indianapolis,Indianapolis 500,,,,,,4,150,,0.0,20,R,2,Heat shield fire,,1959
Kuzma,kuzma,American,,cheesbourg,Bill Cheesbourg,American,53,1959-indianapolis,Indianapolis 500,,,,,,30,147,,0.0,21,R,2,Magneto,,1959
