Compound,laps,drivers,average_lap_seconds,best_lap_seconds,share
MEDIUM,545,16,84.074,78.441,0.6042
SOFT,308,14,84.79,80.603,0.3415
SUPERSOFT,35,2,84.204,82.68,0.0388
nan,14,14,117.021,108.152,0.0155
