pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,59,82.424,80.81,79.133,7.33,0.164
2,VET,Ferrari,5,58,82.26,81.04,79.128,7.287,0.0
3,BOT,Mercedes,77,59,82.754,81.13,79.478,7.491,0.494
4,VER,Red Bull Racing,33,59,82.938,81.192,79.422,7.981,0.678
5,RIC,Red Bull Racing,3,59,83.339,81.678,78.441,8.657,1.079
6,MAG,Haas F1 Team,20,58,84.163,82.532,80.246,7.291,1.903
7,RAI,Ferrari,7,21,88.486,82.641,81.531,15.051,6.226
8,PER,Force India,11,56,84.709,82.745,81.128,7.753,2.449
9,ALO,McLaren,14,58,84.963,82.964,80.727,8.154,2.703
10,STR,Williams,18,58,86.264,83.18,82.095,9.677,4.004
11,SAI,Renault,55,58,84.802,83.282,81.324,7.718,2.542
12,LEC,Sauber,16,58,86.186,83.569,82.122,9.524,3.926
13,HAR,Toro Rosso,28,57,85.623,83.806,81.439,8.146,3.363
14,ERI,Sauber,9,58,86.469,83.905,82.487,9.655,4.209
15,OCO,Force India,31,33,87.753,84.109,82.117,12.172,5.493
16,VAN,McLaren,2,39,88.038,84.27,82.594,11.39,5.778
17,SIR,Williams,35,54,85.873,84.455,82.68,7.144,3.613
