circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
kyalami,Kyalami,https://en.wikipedia.org/wiki/Kyalami,South Africa,1992-03-01,1992-midrand,South African Grand Prix,midrand,-25.9894,Midrand,28.0767,1,1992,,https://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,1992
rodriguez,Autódromo Hermanos Rodríguez,https://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez,Mexico,1992-03-22,1992-mexico-city,Mexican Grand Prix,mexico-city,19.4042,Mexico City,-99.0907,2,1992,,https://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,1992
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,1992-04-05,1992-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,3,1992,,https://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,1992
catalunya,Circuit de Barcelona-Catalunya,https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,Spain,1992-05-03,1992-barcelona,Spanish Grand Prix,barcelona,41.57,Barcelona,2.26111,4,1992,,https://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,1992
imola,Autodromo Enzo e Dino Ferrari,https://en.wikipedia.org/wiki/Imola_Circuit,Italy,1992-05-17,1992-imola,San Marino Grand Prix,imola,44.3439,Imola,11.7167,5,1992,,https://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,1992
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1992-05-31,1992-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,6,1992,,https://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,1992
villeneuve,Circuit Gilles Villeneuve,https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,Canada,1992-06-14,1992-montreal,Canadian Grand Prix,montreal,45.5,Montreal,-73.5228,7,1992,,https://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,1992
magny_cours,Circuit de Nevers Magny-Cours,https://en.wikipedia.org/wiki/Circuit_de_Nevers_Magny-Cours,France,1992-07-05,1992-magny-cours,French Grand Prix,magny-cours,46.8642,Magny Cours,3.16361,8,1992,,https://en.wikipedia.org/wiki/1992_French_Grand_Prix,1992
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1992-07-12,1992-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,9,1992,,https://en.wikipedia.org/wiki/1992_British_Grand_Prix,1992
hockenheimring,Hockenheimring,https://en.wikipedia.org/wiki/Hockenheimring,Germany,1992-07-26,1992-hockenheim,German Grand Prix,hockenheim,49.3278,Hockenheim,8.56583,10,1992,,https://en.wikipedia.org/wiki/1992_German_Grand_Prix,1992
hungaroring,Hungaroring,https://en.wikipedia.org/wiki/Hungaroring,Hungary,1992-08-16,1992-budapest,Hungarian Grand Prix,budapest,47.5789,Budapest,19.2486,11,1992,,https://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,1992
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1992-08-30,1992-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,12,1992,,https://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,1992
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1992-09-13,1992-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,13,1992,,https://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,1992
estoril,Autódromo do Estoril,https://en.wikipedia.org/wiki/Circuito_do_Estoril,Portugal,1992-09-27,1992-estoril,Portuguese Grand Prix,estoril,38.7506,Estoril,-9.39417,14,1992,,https://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,1992
suzuka,Suzuka Circuit,https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course,Japan,1992-10-25,1992-suzuka,Japanese Grand Prix,suzuka,34.8431,Suzuka,136.541,15,1992,,https://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,1992
adelaide,Adelaide Street Circuit,https://en.wikipedia.org/wiki/Adelaide_Street_Circuit,Australia,1992-11-08,1992-adelaide,Australian Grand Prix,adelaide,-34.9272,Adelaide,138.617,16,1992,,https://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,1992
