pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PIA,McLaren,81,50,97.174,97.498,95.14,1.01,0.0
2,LEC,Ferrari,16,50,97.679,97.662,96.132,0.929,0.505
3,NOR,McLaren,4,50,97.568,97.767,95.728,0.887,0.394
4,RUS,Mercedes,63,50,97.626,97.822,95.518,0.884,0.452
5,HAM,Ferrari,44,50,97.99,97.836,96.235,1.003,0.816
6,GAS,Alpine,10,50,98.699,98.196,96.531,3.75,1.525
7,VER,Red Bull Racing,1,50,98.645,98.307,96.167,3.374,1.471
8,OCO,Haas F1 Team,31,50,98.907,98.363,97.098,3.421,1.733
9,ANT,Mercedes,12,48,98.363,98.422,96.69,0.804,1.189
10,TSU,Red Bull Racing,22,50,98.597,98.537,97.225,0.82,1.423
11,ALB,Williams,23,50,98.657,98.602,97.141,0.933,1.483
12,BEA,Haas F1 Team,87,50,98.695,98.631,97.303,0.851,1.521
13,DOO,Alpine,7,50,99.063,98.641,96.682,2.575,1.889
14,ALO,Aston Martin,14,50,99.041,98.681,97.906,0.846,1.867
15,HAD,Racing Bulls,6,50,99.271,98.767,96.952,2.519,2.097
16,LAW,Racing Bulls,30,50,98.872,99.008,97.38,0.943,1.698
17,HUL,Kick Sauber,27,50,99.299,99.018,97.338,2.525,2.125
18,SAI,Williams,55,37,99.244,99.023,96.954,1.254,2.07
19,STR,Aston Martin,18,50,99.242,99.118,98.064,0.672,2.068
20,BOR,Kick Sauber,5,50,99.341,99.258,98.006,0.75,2.167
