stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,PER,Red Bull Racing,SOFT,4.0,44.0,44.0,1,104.701,104.701,104.701
2,PIA,McLaren,HARD,3.0,32.0,44.0,13,106.666,106.528,105.84
3,NOR,McLaren,HARD,3.0,31.0,44.0,14,106.874,106.951,105.563
4,VER,Red Bull Racing,MEDIUM,3.0,30.0,44.0,15,106.916,107.102,106.128
5,HAM,Mercedes,HARD,3.0,28.0,44.0,17,107.095,107.042,106.653
6,SAI,Ferrari,HARD,3.0,30.0,44.0,15,107.117,107.191,106.364
7,LEC,Ferrari,HARD,3.0,27.0,44.0,18,107.393,107.179,107.013
8,OCO,Alpine,HARD,3.0,32.0,44.0,13,107.779,107.364,106.957
9,BOT,Kick Sauber,MEDIUM,3.0,37.0,44.0,8,107.892,107.833,107.019
10,PER,Red Bull Racing,HARD,3.0,23.0,41.0,19,107.965,107.843,107.223
11,NOR,McLaren,HARD,2.0,17.0,28.0,12,107.994,108.115,107.515
12,RUS,Mercedes,HARD,2.0,12.0,44.0,33,108.002,107.76,107.113
13,PIA,McLaren,HARD,2.0,13.0,29.0,17,108.007,108.163,107.024
14,SAI,Ferrari,MEDIUM,2.0,22.0,27.0,6,108.086,108.081,107.75
15,GAS,Alpine,HARD,3.0,30.0,44.0,15,108.109,108.153,107.418
16,HAM,Mercedes,HARD,2.0,13.0,25.0,13,108.121,108.124,107.845
17,LEC,Ferrari,HARD,2.0,14.0,24.0,11,108.221,108.279,107.971
18,RIC,RB,SOFT,3.0,23.0,44.0,22,108.23,108.233,107.435
19,VER,Red Bull Racing,HARD,2.0,12.0,27.0,16,108.394,108.431,107.431
20,SAR,Williams,HARD,3.0,26.0,44.0,19,108.511,108.507,107.49
21,ALB,Williams,HARD,3.0,25.0,44.0,20,108.606,108.66,107.996
22,PER,Red Bull Racing,MEDIUM,2.0,13.0,20.0,8,108.672,108.529,108.305
23,MAG,Haas F1 Team,HARD,2.0,19.0,44.0,26,109.046,108.888,107.848
24,ALO,Aston Martin,MEDIUM,2.0,15.0,44.0,30,109.102,108.968,108.051
25,OCO,Alpine,HARD,2.0,14.0,29.0,16,109.191,109.429,108.419
26,STR,Aston Martin,MEDIUM,2.0,14.0,44.0,31,109.329,109.339,108.105
27,TSU,RB,SOFT,2.0,17.0,44.0,28,109.358,109.159,107.969
28,HUL,Haas F1 Team,MEDIUM,3.0,22.0,44.0,23,109.496,109.421,108.954
29,HAM,Mercedes,MEDIUM,1.0,2.0,9.0,8,109.534,109.533,109.109
30,BOT,Kick Sauber,HARD,2.0,13.0,34.0,21,109.563,109.571,108.766
31,SAI,Ferrari,HARD,1.0,2.0,19.0,17,109.683,109.882,108.831
32,RIC,RB,MEDIUM,2.0,10.0,20.0,11,109.833,109.876,109.471
33,LEC,Ferrari,MEDIUM,1.0,2.0,11.0,9,109.84,109.798,109.494
34,GAS,Alpine,HARD,2.0,11.0,27.0,17,109.857,109.883,109.287
35,PER,Red Bull Racing,MEDIUM,1.0,2.0,10.0,8,109.956,109.948,109.637
36,PIA,McLaren,MEDIUM,1.0,2.0,10.0,8,110.021,110.038,109.847
37,ALB,Williams,MEDIUM,2.0,10.0,22.0,13,110.061,110.042,109.702
38,RUS,Mercedes,MEDIUM,1.0,2.0,9.0,6,110.062,110.074,109.912
39,NOR,McLaren,MEDIUM,1.0,3.0,14.0,12,110.064,110.102,109.567
40,VER,Red Bull Racing,MEDIUM,1.0,2.0,8.0,7,110.068,110.094,109.828
41,HUL,Haas F1 Team,HARD,2.0,9.0,19.0,11,110.211,109.984,109.269
42,ALB,Williams,MEDIUM,1.0,3.0,7.0,5,110.633,110.723,110.2
43,SAR,Williams,MEDIUM,2.0,10.0,23.0,13,110.645,110.619,109.428
44,ALO,Aston Martin,MEDIUM,1.0,3.0,12.0,9,110.684,110.751,110.204
45,GAS,Alpine,MEDIUM,1.0,2.0,7.0,6,110.861,110.924,110.366
46,OCO,Alpine,MEDIUM,1.0,3.0,11.0,9,110.884,110.932,110.371
47,RIC,RB,SOFT,1.0,3.0,7.0,5,110.899,110.96,110.314
48,STR,Aston Martin,MEDIUM,1.0,3.0,11.0,8,111.027,111.078,110.495
49,HUL,Haas F1 Team,MEDIUM,1.0,3.0,6.0,4,111.048,111.073,110.769
50,BOT,Kick Sauber,MEDIUM,1.0,2.0,10.0,9,111.055,111.097,110.462
51,MAG,Haas F1 Team,MEDIUM,1.0,2.0,16.0,13,111.133,111.189,110.473
52,TSU,RB,MEDIUM,1.0,3.0,14.0,11,111.272,111.318,110.858
53,SAR,Williams,MEDIUM,1.0,2.0,7.0,6,111.414,111.324,110.772
54,ZHO,Kick Sauber,HARD,1.0,1.0,4.0,3,115.199,112.376,112.099
