constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Ferrari,ferrari,Italian,,ascari,Alberto Ascari,Italian,10,1953-buenos-aires,Argentine Grand Prix,,,,,,1,97,10864600,9.0,1,1,1,Finished,3:01:04.600,1953
Ferrari,ferrari,Italian,,villoresi,Luigi Villoresi,Italian,14,1953-buenos-aires,Argentine Grand Prix,,,,,,3,96,,6.0,2,2,1,+1 Lap,,1953
Maserati,maserati,Italian,,gonzalez,José Froilán González,Argentine,4,1953-buenos-aires,Argentine Grand Prix,,,,,,5,96,,4.0,3,3,1,+1 Lap,,1953
Ferrari,ferrari,Italian,,hawthorn,Mike Hawthorn,British,16,1953-buenos-aires,Argentine Grand Prix,,,,,,6,96,,3.0,4,4,1,+1 Lap,,1953
Maserati,maserati,Italian,,galvez,Oscar Gálvez,Argentine,8,1953-buenos-aires,Argentine Grand Prix,,,,,,9,96,,2.0,5,5,1,+1 Lap,,1953
Gordini,gordini,French,,behra,Jean Behra,French,30,1953-buenos-aires,Argentine Grand Prix,,,,,,11,94,,0.0,6,6,1,+3 Laps,,1953
Gordini,gordini,French,,schell,Harry Schell,American,28,1953-buenos-aires,Argentine Grand Prix,,,,,,7,91,,0.0,7,7,1,+6 Laps,,1953
Gordini,gordini,French,,trintignant,Maurice Trintignant,French,28,1953-buenos-aires,Argentine Grand Prix,,,,,,7,91,,0.0,7,7,1,+6 Laps,,1953
Cooper,cooper,British,,john_barber,John Barber,British,22,1953-buenos-aires,Argentine Grand Prix,,,,,,16,90,,0.0,8,8,1,+7 Laps,,1953
Cooper,cooper,British,,alan_brown,Alan Brown,British,20,1953-buenos-aires,Argentine Grand Prix,,,,,,12,87,,0.0,9,9,1,+10 Laps,,1953
Gordini,gordini,French,,manzon,Robert Manzon,French,26,1953-buenos-aires,Argentine Grand Prix,,,,,,8,67,,0.0,10,R,1,Wheel,,1953
Maserati,maserati,Italian,,fangio,Juan Fangio,Argentine,2,1953-buenos-aires,Argentine Grand Prix,,,,,,2,36,,0.0,11,R,1,Transmission,,1953
Maserati,maserati,Italian,,bonetto,Felice Bonetto,Italian,6,1953-buenos-aires,Argentine Grand Prix,,,,,,15,32,,0.0,12,R,1,Transmission,,1953
Ferrari,ferrari,Italian,,farina,Nino Farina,Italian,12,1953-buenos-aires,Argentine Grand Prix,,,,,,4,31,,0.0,13,R,1,Accident,,1953
