constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,position,q1,q2,q3,round,year
HRT,hrt,Spanish,DLR,rosa,Pedro de la Rosa,Spanish,22,2012-melbourne,Australian Grand Prix,23,1:33.495,,,1,2012
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,23,2012-melbourne,Australian Grand Prix,24,1:33.643,,,1,2012
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2012-kuala-lumpur,Malaysian Grand Prix,1,1:37.813,1:37.106,1:36.219,2,2012
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2012-kuala-lumpur,Malaysian Grand Prix,2,1:37.575,1:36.928,1:36.368,2,2012
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2012-kuala-lumpur,Malaysian Grand Prix,3,1:37.517,1:37.017,1:36.391,2,2012
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2012-kuala-lumpur,Malaysian Grand Prix,4,1:37.172,1:37.375,1:36.461,2,2012
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2012-kuala-lumpur,Malaysian Grand Prix,5,1:37.961,1:36.715,1:36.461,2,2012
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2012-kuala-lumpur,Malaysian Grand Prix,6,1:38.102,1:37.419,1:36.634,2,2012
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2012-kuala-lumpur,Malaysian Grand Prix,7,1:38.058,1:37.338,1:36.658,2,2012
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2012-kuala-lumpur,Malaysian Grand Prix,8,1:37.696,1:36.996,1:36.664,2,2012
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2012-kuala-lumpur,Malaysian Grand Prix,9,1:38.151,1:37.379,1:37.566,2,2012
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2012-kuala-lumpur,Malaysian Grand Prix,10,1:37.933,1:37.477,1:37.698,2,2012
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2012-kuala-lumpur,Malaysian Grand Prix,11,1:37.789,1:37.589,,2,2012
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2012-kuala-lumpur,Malaysian Grand Prix,12,1:38.381,1:37.731,,2,2012
Williams,williams,British,SEN,bruno_senna,Bruno Senna,Brazilian,19,2012-kuala-lumpur,Malaysian Grand Prix,13,1:38.437,1:37.841,,2,2012
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2012-kuala-lumpur,Malaysian Grand Prix,14,1:38.325,1:37.877,,2,2012
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2012-kuala-lumpur,Malaysian Grand Prix,15,1:38.419,1:37.883,,2,2012
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2012-kuala-lumpur,Malaysian Grand Prix,16,1:38.303,1:37.890,,2,2012
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2012-kuala-lumpur,Malaysian Grand Prix,17,1:38.372,1:38.069,,2,2012
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2012-kuala-lumpur,Malaysian Grand Prix,18,1:39.077,,,2,2012
Caterham,caterham,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2012-kuala-lumpur,Malaysian Grand Prix,19,1:39.306,,,2,2012
Caterham,caterham,Malaysian,PET,petrov,Vitaly Petrov,Russian,21,2012-kuala-lumpur,Malaysian Grand Prix,20,1:39.567,,,2,2012
Marussia,marussia,Russian,GLO,glock,Timo Glock,German,24,2012-kuala-lumpur,Malaysian Grand Prix,21,1:40.903,,,2,2012
Marussia,marussia,Russian,PIC,pic,Charles Pic,French,25,2012-kuala-lumpur,Malaysian Grand Prix,22,1:41.250,,,2,2012
HRT,hrt,Spanish,DLR,rosa,Pedro de la Rosa,Spanish,22,2012-kuala-lumpur,Malaysian Grand Prix,23,1:42.914,,,2,2012
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,23,2012-kuala-lumpur,Malaysian Grand Prix,24,1:43.655,,,2,2012
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2012-shanghai,Chinese Grand Prix,1,1:36.875,1:35.725,1:35.121,3,2012
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2012-shanghai,Chinese Grand Prix,2,1:36.763,1:35.902,1:35.626,3,2012
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2012-shanghai,Chinese Grand Prix,3,1:36.797,1:35.794,1:35.691,3,2012
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2012-shanghai,Chinese Grand Prix,4,1:36.863,1:35.853,1:35.784,3,2012
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2012-shanghai,Chinese Grand Prix,5,1:36.850,1:35.921,1:35.898,3,2012
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2012-shanghai,Chinese Grand Prix,6,1:36.746,1:35.942,1:36.191,3,2012
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2012-shanghai,Chinese Grand Prix,7,1:36.682,1:35.700,1:36.290,3,2012
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2012-shanghai,Chinese Grand Prix,8,1:36.198,1:35.831,1:36.524,3,2012
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2012-shanghai,Chinese Grand Prix,9,1:36.292,1:35.982,1:36.622,3,2012
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2012-shanghai,Chinese Grand Prix,10,1:36.343,1:35.903,,3,2012
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2012-shanghai,Chinese Grand Prix,11,1:36.911,1:36.031,,3,2012
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2012-shanghai,Chinese Grand Prix,12,1:36.556,1:36.255,,3,2012
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2012-shanghai,Chinese Grand Prix,13,1:36.528,1:36.283,,3,2012
Williams,williams,British,SEN,bruno_senna,Bruno Senna,Brazilian,19,2012-shanghai,Chinese Grand Prix,14,1:36.674,1:36.289,,3,2012
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2012-shanghai,Chinese Grand Prix,15,1:36.639,1:36.317,,3,2012
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2012-shanghai,Chinese Grand Prix,16,1:36.921,1:36.745,,3,2012
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2012-shanghai,Chinese Grand Prix,17,1:36.933,1:36.956,,3,2012
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2012-shanghai,Chinese Grand Prix,18,1:37.714,,,3,2012
Caterham,caterham,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2012-shanghai,Chinese Grand Prix,19,1:38.463,,,3,2012
Caterham,caterham,Malaysian,PET,petrov,Vitaly Petrov,Russian,21,2012-shanghai,Chinese Grand Prix,20,1:38.677,,,3,2012
Marussia,marussia,Russian,GLO,glock,Timo Glock,German,24,2012-shanghai,Chinese Grand Prix,21,1:39.282,,,3,2012
Marussia,marussia,Russian,PIC,pic,Charles Pic,French,25,2012-shanghai,Chinese Grand Prix,22,1:39.717,,,3,2012
HRT,hrt,Spanish,DLR,rosa,Pedro de la Rosa,Spanish,22,2012-shanghai,Chinese Grand Prix,23,1:40.411,,,3,2012
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,23,2012-shanghai,Chinese Grand Prix,24,1:41.000,,,3,2012
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2012-sakhir,Bahrain Grand Prix,1,1:34.308,1:33.527,1:32.422,4,2012
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2012-sakhir,Bahrain Grand Prix,2,1:34.813,1:33.209,1:32.520,4,2012
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2012-sakhir,Bahrain Grand Prix,3,1:34.015,1:33.311,1:32.637,4,2012
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2012-sakhir,Bahrain Grand Prix,4,1:34.792,1:33.416,1:32.711,4,2012
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2012-sakhir,Bahrain Grand Prix,5,1:34.588,1:33.219,1:32.821,4,2012
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2012-sakhir,Bahrain Grand Prix,6,1:33.988,1:33.556,1:32.912,4,2012
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2012-sakhir,Bahrain Grand Prix,7,1:34.041,1:33.246,1:33.008,4,2012
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2012-sakhir,Bahrain Grand Prix,8,1:33.814,1:33.660,1:33.394,4,2012
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2012-sakhir,Bahrain Grand Prix,9,1:34.760,1:33.403,,4,2012
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2012-sakhir,Bahrain Grand Prix,10,1:36.624,1:33.510,,4,2012
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2012-sakhir,Bahrain Grand Prix,11,1:34.552,1:33.789,,4,2012
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2012-sakhir,Bahrain Grand Prix,12,1:34.131,1:33.806,,4,2012
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2012-sakhir,Bahrain Grand Prix,13,1:34.601,1:33.807,,4,2012
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2012-sakhir,Bahrain Grand Prix,14,1:34.372,1:33.912,,4,2012
Williams,williams,British,SEN,bruno_senna,Bruno Senna,Brazilian,19,2012-sakhir,Bahrain Grand Prix,15,1:34.466,1:34.017,,4,2012
Caterham,caterham,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2012-sakhir,Bahrain Grand Prix,16,1:34.852,1:36.132,,4,2012
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2012-sakhir,Bahrain Grand Prix,17,1:34.639,,,4,2012
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2012-sakhir,Bahrain Grand Prix,18,1:34.865,,,4,2012
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2012-sakhir,Bahrain Grand Prix,19,1:35.014,,,4,2012
Caterham,caterham,Malaysian,PET,petrov,Vitaly Petrov,Russian,21,2012-sakhir,Bahrain Grand Prix,20,1:35.823,,,4,2012
Marussia,marussia,Russian,PIC,pic,Charles Pic,French,25,2012-sakhir,Bahrain Grand Prix,21,1:37.683,,,4,2012
HRT,hrt,Spanish,DLR,rosa,Pedro de la Rosa,Spanish,22,2012-sakhir,Bahrain Grand Prix,22,1:37.883,,,4,2012
Marussia,marussia,Russian,GLO,glock,Timo Glock,German,24,2012-sakhir,Bahrain Grand Prix,23,1:37.905,,,4,2012
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,23,2012-sakhir,Bahrain Grand Prix,24,1:38.314,,,4,2012
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2012-barcelona,Spanish Grand Prix,1,1:22.583,1:22.465,1:21.707,5,2012
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2012-barcelona,Spanish Grand Prix,2,1:23.380,1:22.105,1:22.285,5,2012
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2012-barcelona,Spanish Grand Prix,3,1:23.276,1:22.862,1:22.302,5,2012
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2012-barcelona,Spanish Grand Prix,4,1:23.248,1:22.667,1:22.424,5,2012
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2012-barcelona,Spanish Grand Prix,5,1:23.406,1:22.856,1:22.487,5,2012
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2012-barcelona,Spanish Grand Prix,6,1:24.261,1:22.773,1:22.533,5,2012
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2012-barcelona,Spanish Grand Prix,7,1:23.370,1:22.882,1:23.005,5,2012
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2012-barcelona,Spanish Grand Prix,8,1:23.850,1:22.884,,5,2012
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2012-barcelona,Spanish Grand Prix,9,1:23.757,1:22.904,,5,2012
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2012-barcelona,Spanish Grand Prix,10,1:23.386,1:22.897,,5,2012
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2012-barcelona,Spanish Grand Prix,11,1:23.510,1:22.944,,5,2012
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2012-barcelona,Spanish Grand Prix,12,1:23.592,1:22.977,,5,2012
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2012-barcelona,Spanish Grand Prix,13,1:23.852,1:23.125,,5,2012
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2012-barcelona,Spanish Grand Prix,14,1:23.720,1:23.177,,5,2012
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2012-barcelona,Spanish Grand Prix,15,1:24.362,1:23.265,,5,2012
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2012-barcelona,Spanish Grand Prix,16,1:23.906,1:23.442,,5,2012
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2012-barcelona,Spanish Grand Prix,17,1:23.886,1:23.444,,5,2012
Williams,williams,British,SEN,bruno_senna,Bruno Senna,Brazilian,19,2012-barcelona,Spanish Grand Prix,18,1:24.981,,,5,2012
Caterham,caterham,Malaysian,PET,petrov,Vitaly Petrov,Russian,21,2012-barcelona,Spanish Grand Prix,19,1:25.277,,,5,2012
Caterham,caterham,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2012-barcelona,Spanish Grand Prix,20,1:25.507,,,5,2012
Marussia,marussia,Russian,PIC,pic,Charles Pic,French,25,2012-barcelona,Spanish Grand Prix,21,1:26.582,,,5,2012
Marussia,marussia,Russian,GLO,glock,Timo Glock,German,24,2012-barcelona,Spanish Grand Prix,22,1:27.032,,,5,2012
HRT,hrt,Spanish,DLR,rosa,Pedro de la Rosa,Spanish,22,2012-barcelona,Spanish Grand Prix,23,1:27.555,,,5,2012
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,23,2012-barcelona,Spanish Grand Prix,24,1:31.122,,,5,2012
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2012-monte-carlo,Monaco Grand Prix,1,1:15.873,1:15.062,1:14.301,6,2012
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2012-monte-carlo,Monaco Grand Prix,2,1:16.013,1:15.035,1:14.381,6,2012
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2012-monte-carlo,Monaco Grand Prix,3,1:15.900,1:15.022,1:14.448,6,2012
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2012-monte-carlo,Monaco Grand Prix,4,1:16.063,1:15.166,1:14.583,6,2012
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2012-monte-carlo,Monaco Grand Prix,5,1:15.718,1:15.219,1:14.639,6,2012
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2012-monte-carlo,Monaco Grand Prix,6,1:16.153,1:15.128,1:14.948,6,2012
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2012-monte-carlo,Monaco Grand Prix,7,1:15.983,1:14.911,1:15.049,6,2012
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2012-monte-carlo,Monaco Grand Prix,8,1:15.889,1:15.322,1:15.199,6,2012
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2012-monte-carlo,Monaco Grand Prix,9,1:16.017,1:15.026,1:15.245,6,2012
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2012-monte-carlo,Monaco Grand Prix,10,1:15.757,1:15.234,,6,2012
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2012-monte-carlo,Monaco Grand Prix,11,1:15.418,1:15.421,,6,2012
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2012-monte-carlo,Monaco Grand Prix,12,1:15.648,1:15.508,,6,2012
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2012-monte-carlo,Monaco Grand Prix,13,1:16.399,1:15.536,,6,2012
Williams,williams,British,SEN,bruno_senna,Bruno Senna,Brazilian,19,2012-monte-carlo,Monaco Grand Prix,14,1:15.923,1:15.709,,6,2012
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2012-monte-carlo,Monaco Grand Prix,15,1:16.062,1:15.718,,6,2012
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2012-monte-carlo,Monaco Grand Prix,16,1:16.360,1:15.878,,6,2012
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2012-monte-carlo,Monaco Grand Prix,17,1:16.491,1:16.885,,6,2012
Caterham,caterham,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2012-monte-carlo,Monaco Grand Prix,18,1:16.538,,,6,2012
Caterham,caterham,Malaysian,PET,petrov,Vitaly Petrov,Russian,21,2012-monte-carlo,Monaco Grand Prix,19,1:17.404,,,6,2012
Marussia,marussia,Russian,GLO,glock,Timo Glock,German,24,2012-monte-carlo,Monaco Grand Prix,20,1:17.947,,,6,2012
HRT,hrt,Spanish,DLR,rosa,Pedro de la Rosa,Spanish,22,2012-monte-carlo,Monaco Grand Prix,21,1:18.096,,,6,2012
Marussia,marussia,Russian,PIC,pic,Charles Pic,French,25,2012-monte-carlo,Monaco Grand Prix,22,1:18.476,,,6,2012
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,23,2012-monte-carlo,Monaco Grand Prix,23,1:19.310,,,6,2012
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2012-montreal,Canadian Grand Prix,1,1:14.661,1:14.187,1:13.784,7,2012
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2012-montreal,Canadian Grand Prix,2,1:14.891,1:14.371,1:14.087,7,2012
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2012-montreal,Canadian Grand Prix,3,1:14.916,1:14.314,1:14.151,7,2012
Red Bull,red_bull,Austrian,WEB,webber,Mark Webber,Australian,2,2012-montreal,Canadian Grand Prix,4,1:14.956,1:14.479,1:14.346,7,2012
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2012-montreal,Canadian Grand Prix,5,1:15.098,1:14.568,1:14.411,7,2012
Ferrari,ferrari,Italian,MAS,massa,Felipe Massa,Brazilian,19,2012-montreal,Canadian Grand Prix,6,1:15.194,1:14.641,1:14.465,7,2012
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2012-montreal,Canadian Grand Prix,7,1:15.163,1:14.627,1:14.645,7,2012
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2012-montreal,Canadian Grand Prix,8,1:15.019,1:14.639,1:14.705,7,2012
Mercedes,mercedes,German,MSC,michael_schumacher,Michael Schumacher,German,7,2012-montreal,Canadian Grand Prix,9,1:14.892,1:14.480,1:14.812,7,2012
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2012-montreal,Canadian Grand Prix,10,1:14.799,1:14.680,1:15.182,7,2012
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2012-montreal,Canadian Grand Prix,11,1:15.101,1:14.688,,7,2012
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2012-montreal,Canadian Grand Prix,12,1:14.995,1:14.734,,7,2012
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2012-montreal,Canadian Grand Prix,13,1:15.106,1:14.748,,7,2012
Toro Rosso,toro_rosso,Italian,RIC,ricciardo,Daniel Ricciardo,Australian,3,2012-montreal,Canadian Grand Prix,14,1:15.552,1:15.078,,7,2012
Sauber,sauber,Swiss,PER,perez,Sergio Pérez,Mexican,11,2012-montreal,Canadian Grand Prix,15,1:15.326,1:15.156,,7,2012
Williams,williams,British,SEN,bruno_senna,Bruno Senna,Brazilian,19,2012-montreal,Canadian Grand Prix,16,1:14.995,1:15.170,,7,2012
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2012-montreal,Canadian Grand Prix,17,1:14.979,1:15.231,,7,2012
Caterham,caterham,Malaysian,KOV,kovalainen,Heikki Kovalainen,Finnish,20,2012-montreal,Canadian Grand Prix,18,1:16.263,,,7,2012
Caterham,caterham,Malaysian,PET,petrov,Vitaly Petrov,Russian,21,2012-montreal,Canadian Grand Prix,19,1:16.482,,,7,2012
Toro Rosso,toro_rosso,Italian,VER,vergne,Jean-Éric Vergne,French,25,2012-montreal,Canadian Grand Prix,20,1:16.602,,,7,2012
HRT,hrt,Spanish,DLR,rosa,Pedro de la Rosa,Spanish,22,2012-montreal,Canadian Grand Prix,21,1:17.492,,,7,2012
Marussia,marussia,Russian,GLO,glock,Timo Glock,German,24,2012-montreal,Canadian Grand Prix,22,1:17.901,,,7,2012
Marussia,marussia,Russian,PIC,pic,Charles Pic,French,25,2012-montreal,Canadian Grand Prix,23,1:18.255,,,7,2012
HRT,hrt,Spanish,KAR,karthikeyan,Narain Karthikeyan,Indian,23,2012-montreal,Canadian Grand Prix,24,1:18.330,,,7,2012
Red Bull,red_bull,Austrian,VET,vettel,Sebastian Vettel,German,5,2012-valencia,European Grand Prix,1,1:39.626,1:38.530,1:38.086,8,2012
McLaren,mclaren,British,HAM,hamilton,Lewis Hamilton,British,44,2012-valencia,European Grand Prix,2,1:39.169,1:38.616,1:38.410,8,2012
Williams,williams,British,MAL,maldonado,Pastor Maldonado,Venezuelan,13,2012-valencia,European Grand Prix,3,1:38.825,1:38.570,1:38.475,8,2012
Lotus F1,lotus_f1,British,GRO,grosjean,Romain Grosjean,French,8,2012-valencia,European Grand Prix,4,1:39.530,1:38.489,1:38.505,8,2012
Lotus F1,lotus_f1,British,RAI,raikkonen,Kimi Räikkönen,Finnish,7,2012-valencia,European Grand Prix,5,1:39.464,1:38.531,1:38.513,8,2012
Mercedes,mercedes,German,ROS,rosberg,Nico Rosberg,German,6,2012-valencia,European Grand Prix,6,1:39.061,1:38.504,1:38.623,8,2012
Sauber,sauber,Swiss,KOB,kobayashi,Kamui Kobayashi,Japanese,10,2012-valencia,European Grand Prix,7,1:39.651,1:38.703,1:38.741,8,2012
Force India,force_india,Indian,HUL,hulkenberg,Nico Hülkenberg,German,27,2012-valencia,European Grand Prix,8,1:39.009,1:38.689,1:38.752,8,2012
McLaren,mclaren,British,BUT,button,Jenson Button,British,22,2012-valencia,European Grand Prix,9,1:39.622,1:38.563,1:38.801,8,2012
Force India,force_india,Indian,DIR,resta,Paul di Resta,British,40,2012-valencia,European Grand Prix,10,1:38.858,1:38.519,1:38.992,8,2012
Ferrari,ferrari,Italian,ALO,alonso,Fernando Alonso,Spanish,14,2012-valencia,European Grand Prix,11,1:39.409,1:38.707,,8,2012
