constructor,constructor_id,constructor_nationality,constructor_url,points,position,position_text,wins,year
McLaren,mclaren,British,https://en.wikipedia.org/wiki/McLaren,199.0,1,1,15,1988
Ferrari,ferrari,Italian,https://en.wikipedia.org/wiki/Scuderia_Ferrari,65.0,2,2,1,1988
Benetton,benetton,Italian,https://en.wikipedia.org/wiki/Benetton_Formula,39.0,3,3,0,1988
Team Lotus,team_lotus,British,https://en.wikipedia.org/wiki/Team_Lotus,23.0,4,4,0,1988
Arrows,arrows,British,https://en.wikipedia.org/wiki/Arrows_Grand_Prix_International,23.0,5,5,0,1988
March,march,British,https://en.wikipedia.org/wiki/March_Engineering,22.0,6,6,0,1988
Williams,williams,British,https://en.wikipedia.org/wiki/Williams_Racing,20.0,7,7,0,1988
Tyrrell,tyrrell,British,https://en.wikipedia.org/wiki/Tyrrell_Racing,5.0,8,8,0,1988
Rial,rial,German,https://en.wikipedia.org/wiki/Rial_Racing,3.0,9,9,0,1988
Minardi,minardi,Italian,https://en.wikipedia.org/wiki/Minardi,1.0,10,10,0,1988
Larrousse,larrousse,French,https://en.wikipedia.org/wiki/Larrousse,0.0,,-,0,1988
Dallara,dallara,Italian,https://en.wikipedia.org/wiki/Dallara,0.0,,-,0,1988
AGS,ags,French,https://en.wikipedia.org/wiki/Automobiles_Gonfaronnaises_Sportives,0.0,,-,0,1988
Coloni,coloni,Italian,https://en.wikipedia.org/wiki/Scuderia_Coloni,0.0,,-,0,1988
Ligier,ligier,French,https://en.wikipedia.org/wiki/Ligier,0.0,,-,0,1988
Osella,osella,Italian,https://en.wikipedia.org/wiki/Osella,0.0,,-,0,1988
Euro Brun,eurobrun,Italian,https://en.wikipedia.org/wiki/EuroBrun,0.0,,-,0,1988
Zakspeed,zakspeed,German,https://en.wikipedia.org/wiki/Zakspeed,0.0,,-,0,1988
