Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
BOT,Mercedes,1,5.0,nan,SUPERSOFT
ERI,Sauber,1,5.0,nan,SOFT
GAS,Toro Rosso,1,5.0,nan,SUPERSOFT
GRO,Haas F1 Team,1,5.0,nan,SUPERSOFT
HAM,Mercedes,1,5.0,nan,SUPERSOFT
HAR,Toro Rosso,1,5.0,nan,SOFT
MAG,Haas F1 Team,1,5.0,nan,SUPERSOFT
OCO,Racing Point,1,5.0,nan,SUPERSOFT
PER,Racing Point,1,5.0,nan,SUPERSOFT
RAI,Ferrari,1,2.0,nan,MEDIUM
RIC,Red Bull Racing,1,3.0,nan,SOFT
SAI,Renault,1,5.0,nan,MEDIUM
SIR,Williams,1,5.0,nan,SOFT
STR,Williams,1,5.0,nan,SOFT
VAN,McLaren,1,5.0,nan,MEDIUM
VER,Red Bull Racing,1,5.0,nan,SUPERSOFT
VET,Ferrari,1,5.0,nan,SUPERSOFT
RAI,Ferrari,7,,MEDIUM,
HAM,Mercedes,21,22.0,SUPERSOFT,SOFT
SAI,Renault,22,23.0,MEDIUM,SUPERSOFT
VET,Ferrari,22,23.0,SUPERSOFT,SOFT
GRO,Haas F1 Team,23,24.0,SUPERSOFT,SUPERSOFT
STR,Williams,23,24.0,SOFT,SUPERSOFT
OCO,Racing Point,24,25.0,SUPERSOFT,SOFT
SIR,Williams,24,25.0,SOFT,SUPERSOFT
GAS,Toro Rosso,25,26.0,SUPERSOFT,SOFT
PER,Racing Point,25,26.0,SUPERSOFT,SOFT
ERI,Sauber,26,27.0,SOFT,SUPERSOFT
MAG,Haas F1 Team,26,27.0,SUPERSOFT,SUPERSOFT
VER,Red Bull Racing,26,27.0,SUPERSOFT,SOFT
RIC,Red Bull Racing,28,,SOFT,
VAN,McLaren,28,29.0,MEDIUM,SUPERSOFT
BOT,Mercedes,29,30.0,SUPERSOFT,SOFT
HAR,Toro Rosso,31,32.0,SOFT,SUPERSOFT
