pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VET,Ferrari,5,36,107.802,107.5,106.644,0.837,0.0
2,HAM,Mercedes,44,36,108.053,108.014,106.721,0.805,0.251
3,VER,Red Bull Racing,33,36,108.445,108.646,106.946,1.033,0.643
4,BOT,Mercedes,77,36,109.092,108.852,106.286,1.735,1.29
5,GRO,Haas F1 Team,8,36,109.79,109.206,108.283,1.125,1.988
6,OCO,Racing Point,31,36,109.651,109.339,108.078,1.06,1.849
7,PER,Racing Point,11,36,109.481,109.779,108.08,1.07,1.679
8,GAS,Toro Rosso,10,36,110.262,110.182,108.588,1.264,2.46
9,SAI,Renault,55,35,110.747,110.328,108.67,1.393,2.945
10,MAG,Haas F1 Team,20,36,109.787,110.445,107.937,1.623,1.985
11,RIC,Red Bull Racing,3,23,110.589,110.54,109.242,1.072,2.787
12,ERI,Sauber,9,35,110.466,110.874,108.694,1.229,2.664
13,STR,Williams,18,35,110.9,110.907,109.287,1.232,3.098
14,SIR,Williams,35,35,110.911,111.284,109.113,1.234,3.109
15,HAR,Toro Rosso,28,35,111.132,111.381,108.756,1.466,3.33
16,VAN,McLaren,2,35,111.381,111.897,108.956,1.562,3.579
17,RAI,Ferrari,7,2,114.848,114.848,114.32,0.747,7.046
