Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALB,Williams,1,5,MEDIUM,MEDIUM
OCO,Haas F1 Team,1,5,HARD,HARD
ALB,Williams,15,16,MEDIUM,HARD
COL,Alpine,16,17,MEDIUM,HARD
ANT,Mercedes,18,19,MEDIUM,HARD
LEC,Ferrari,19,20,MEDIUM,HARD
LAW,Racing Bulls,20,21,MEDIUM,HARD
ALO,Aston Martin,21,22,MEDIUM,HARD
BOR,Kick Sauber,26,27,HARD,MEDIUM
SAI,Williams,27,28,MEDIUM,HARD
BEA,Haas F1 Team,28,29,HARD,MEDIUM
HAD,Racing Bulls,29,30,MEDIUM,HARD
GAS,Alpine,35,36,HARD,MEDIUM
HAM,Ferrari,36,37,HARD,MEDIUM
HUL,Kick Sauber,36,37,HARD,MEDIUM
NOR,McLaren,37,38,MEDIUM,HARD
STR,Aston Martin,37,38,MEDIUM,HARD
TSU,Red Bull Racing,38,39,HARD,MEDIUM
RUS,Mercedes,39,40,HARD,MEDIUM
VER,Red Bull Racing,40,41,HARD,MEDIUM
