Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
BEA,Haas F1 Team,1,2,MEDIUM,HARD
BOR,Kick Sauber,1,2,MEDIUM,HARD
GAS,Alpine,1,2,MEDIUM,MEDIUM
TSU,Red Bull Racing,1,2,SOFT,HARD
HUL,Kick Sauber,12,13,MEDIUM,HARD
COL,Alpine,13,14,HARD,MEDIUM
HAD,Racing Bulls,14,15,MEDIUM,SOFT
ALO,Aston Martin,16,17,HARD,HARD
OCO,Haas F1 Team,16,17,MEDIUM,MEDIUM
BEA,Haas F1 Team,17,18,HARD,MEDIUM
STR,Aston Martin,17,18,HARD,HARD
HAM,Ferrari,18,19,HARD,HARD
HAD,Racing Bulls,19,20,SOFT,HARD
NOR,McLaren,19,20,MEDIUM,HARD
PIA,McLaren,20,21,MEDIUM,HARD
LEC,Ferrari,22,23,MEDIUM,HARD
BOR,Kick Sauber,26,27,HARD,SOFT
COL,Alpine,26,27,MEDIUM,MEDIUM
OCO,Haas F1 Team,28,29,MEDIUM,HARD
VER,Red Bull Racing,28,29,HARD,MEDIUM
LAW,Racing Bulls,31,32,MEDIUM,SOFT
ALB,Williams,32,33,MEDIUM,MEDIUM
BOR,Kick Sauber,35,36,SOFT,MEDIUM
ALB,Williams,40,41,MEDIUM,HARD
LAW,Racing Bulls,40,41,SOFT,HARD
HUL,Kick Sauber,44,45,HARD,SOFT
PIA,McLaren,48,49,HARD,HARD
SAI,Williams,48,49,HARD,MEDIUM
LEC,Ferrari,49,50,HARD,MEDIUM
NOR,McLaren,50,51,HARD,HARD
RUS,Mercedes,53,54,HARD,MEDIUM
SAI,Williams,53,54,MEDIUM,MEDIUM
HAM,Ferrari,56,57,HARD,MEDIUM
RUS,Mercedes,62,63,MEDIUM,MEDIUM
STR,Aston Martin,64,65,HARD,MEDIUM
RUS,Mercedes,68,69,MEDIUM,HARD
ANT,Mercedes,69,70,HARD,MEDIUM
ANT,Mercedes,71,72,MEDIUM,HARD
TSU,Red Bull Racing,73,74,HARD,MEDIUM
VER,Red Bull Racing,77,78,MEDIUM,SOFT
