pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,33,47,97.89,96.032,94.275,7.28,0.356
2,HAM,Mercedes,44,47,97.73,96.277,94.509,6.938,0.196
3,RIC,Red Bull Racing,3,47,98.501,96.647,95.382,7.097,0.967
4,RAI,Ferrari,7,47,98.361,96.754,94.398,7.807,0.827
5,VET,Ferrari,5,45,97.534,97.116,94.485,3.099,0.0
6,BOT,Mercedes,77,45,97.931,97.574,94.225,2.806,0.397
7,HUL,Renault,27,47,99.672,98.072,95.873,7.328,2.138
8,MAG,Haas F1 Team,20,47,99.407,98.131,95.425,6.997,1.873
9,SAI,Renault,55,47,99.524,98.494,95.638,6.766,1.99
10,LEC,Sauber,16,47,99.719,98.498,95.977,7.237,2.185
11,GRO,Haas F1 Team,8,46,100.022,98.526,95.695,7.868,2.488
12,VAN,McLaren,2,45,99.573,98.638,96.675,4.968,2.039
13,ALO,McLaren,14,42,99.55,98.994,95.133,2.035,2.016
14,ERI,Sauber,9,46,100.81,99.031,96.494,6.795,3.276
15,PER,Force India,11,24,102.721,99.202,98.319,11.114,5.187
16,HAR,Toro Rosso,28,45,100.014,99.207,96.839,4.247,2.48
17,STR,Williams,18,42,99.73,99.523,98.319,0.966,2.196
18,SIR,Williams,35,46,100.222,99.73,98.3,2.674,2.688
