Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
MAG,Haas F1 Team,7,8,WET,INTERMEDIATE
HUL,Haas F1 Team,12,13,WET,INTERMEDIATE
ZHO,Kick Sauber,24,25,INTERMEDIATE,INTERMEDIATE
ALB,Williams,25,26,INTERMEDIATE,INTERMEDIATE
ALO,Aston Martin,25,26,INTERMEDIATE,INTERMEDIATE
GAS,Alpine,25,26,INTERMEDIATE,INTERMEDIATE
HAM,Mercedes,25,26,INTERMEDIATE,INTERMEDIATE
HUL,Haas F1 Team,25,26,INTERMEDIATE,INTERMEDIATE
LEC,Ferrari,25,26,INTERMEDIATE,INTERMEDIATE
MAG,Haas F1 Team,25,26,INTERMEDIATE,INTERMEDIATE
PER,Red Bull Racing,25,26,INTERMEDIATE,INTERMEDIATE
PIA,McLaren,25,26,INTERMEDIATE,INTERMEDIATE
RUS,Mercedes,25,26,INTERMEDIATE,INTERMEDIATE
SAI,Ferrari,25,26,INTERMEDIATE,INTERMEDIATE
STR,Aston Martin,25,26,INTERMEDIATE,INTERMEDIATE
VER,Red Bull Racing,25,26,INTERMEDIATE,INTERMEDIATE
NOR,McLaren,26,27,INTERMEDIATE,INTERMEDIATE
RIC,RB,26,27,INTERMEDIATE,INTERMEDIATE
LEC,Ferrari,28,29,INTERMEDIATE,HARD
LEC,Ferrari,31,32,HARD,INTERMEDIATE
GAS,Alpine,40,41,INTERMEDIATE,HARD
MAG,Haas F1 Team,41,42,INTERMEDIATE,MEDIUM
BOT,Kick Sauber,42,43,INTERMEDIATE,MEDIUM
HAM,Mercedes,43,44,INTERMEDIATE,MEDIUM
PER,Red Bull Racing,43,44,INTERMEDIATE,MEDIUM
RIC,RB,43,44,INTERMEDIATE,MEDIUM
SAI,Ferrari,43,44,INTERMEDIATE,MEDIUM
ALB,Williams,44,45,INTERMEDIATE,MEDIUM
ALO,Aston Martin,44,45,INTERMEDIATE,HARD
HUL,Haas F1 Team,44,45,INTERMEDIATE,MEDIUM
OCO,Alpine,44,45,INTERMEDIATE,MEDIUM
PIA,McLaren,44,45,INTERMEDIATE,MEDIUM
STR,Aston Martin,44,45,INTERMEDIATE,HARD
TSU,RB,44,45,INTERMEDIATE,MEDIUM
ZHO,Kick Sauber,44,45,INTERMEDIATE,MEDIUM
RUS,Mercedes,45,46,INTERMEDIATE,HARD
VER,Red Bull Racing,45,46,INTERMEDIATE,MEDIUM
NOR,McLaren,47,48,INTERMEDIATE,MEDIUM
ZHO,Kick Sauber,52,53,MEDIUM,MEDIUM
HAM,Mercedes,54,55,MEDIUM,HARD
MAG,Haas F1 Team,54,55,MEDIUM,MEDIUM
RUS,Mercedes,54,55,HARD,MEDIUM
