pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,62,86.618,85.742,75.558,9.202,0.254
2,PIA,McLaren,81,62,87.347,85.827,76.247,10.281,0.983
3,HAM,Mercedes,44,60,86.378,86.35,74.856,8.465,0.014
4,VER,Red Bull Racing,1,62,87.135,86.352,75.569,10.535,0.771
5,ALO,Aston Martin,14,62,87.601,86.491,76.303,8.405,1.237
6,RUS,Mercedes,63,60,86.364,86.588,74.895,8.748,0.0
7,RIC,RB,3,62,88.06,86.8,77.076,8.075,1.696
8,STR,Aston Martin,18,62,87.888,87.106,76.762,8.109,1.524
9,HUL,Haas F1 Team,27,60,87.855,87.522,76.683,7.575,1.491
10,MAG,Haas F1 Team,20,58,86.86,87.57,76.499,6.331,0.496
11,GAS,Alpine,10,62,87.931,87.622,77.013,7.902,1.567
12,OCO,Alpine,31,64,88.916,87.75,77.012,8.985,2.552
13,TSU,RB,22,64,89.26,87.78,77.309,8.884,2.896
14,SAI,Ferrari,55,45,89.14,88.099,78.957,5.579,2.776
15,BOT,Kick Sauber,77,63,88.723,88.149,77.25,7.861,2.359
16,ZHO,Kick Sauber,24,58,88.269,88.17,77.325,6.193,1.905
17,PER,Red Bull Racing,11,44,89.265,88.654,78.819,5.232,2.901
18,ALB,Williams,23,45,89.145,88.664,79.359,5.559,2.781
19,LEC,Ferrari,16,32,91.262,89.02,86.012,4.825,4.898
20,SAR,Williams,2,21,91.834,89.949,86.484,4.621,5.47
