Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
VER,1,Red Bull Racing,1.0,0 days 00:01:12.050000,72.05,,0 days 00:00:31.028000,0 days 00:00:20.960000,MEDIUM,1.0,1.0,,,1.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:13.371000,73.371,,0 days 00:00:31.567000,0 days 00:00:21.097000,MEDIUM,1.0,1.0,,,2.0,False,1
RUS,63,Mercedes,1.0,0 days 00:01:14.401000,74.401,,0 days 00:00:32.359000,0 days 00:00:21.359000,MEDIUM,1.0,1.0,,,3.0,False,1
HAM,44,Mercedes,1.0,0 days 00:01:14.840000,74.84,,0 days 00:00:32.193000,0 days 00:00:21.528000,MEDIUM,1.0,1.0,,,4.0,False,1
SAI,55,Ferrari,1.0,0 days 00:01:15.456000,75.456,,0 days 00:00:32.670000,0 days 00:00:21.593000,MEDIUM,1.0,1.0,,,5.0,False,1
PER,11,Red Bull Racing,1.0,0 days 00:01:16.225000,76.225,,0 days 00:00:32.476000,0 days 00:00:21.802000,MEDIUM,1.0,1.0,,,6.0,False,1
PIA,81,McLaren,1.0,0 days 00:01:16.950000,76.95,,0 days 00:00:33.184000,0 days 00:00:21.730000,MEDIUM,1.0,1.0,,,7.0,False,1
OCO,31,Alpine,1.0,0 days 00:01:17.703000,77.703,,0 days 00:00:33.038000,0 days 00:00:22.071000,MEDIUM,1.0,1.0,,,8.0,False,1
HUL,27,Haas F1 Team,1.0,0 days 00:01:18.420000,78.42,,0 days 00:00:33.185000,0 days 00:00:22.475000,MEDIUM,1.0,1.0,,,9.0,False,1
MAG,20,Haas F1 Team,1.0,0 days 00:01:18.826000,78.826,,0 days 00:00:33.235000,0 days 00:00:22.632000,MEDIUM,1.0,1.0,,,10.0,False,1
GAS,10,Alpine,1.0,0 days 00:01:19.109000,79.109,,0 days 00:00:33.129000,0 days 00:00:22.579000,MEDIUM,1.0,1.0,,,11.0,False,1
RIC,3,RB,1.0,0 days 00:01:19.507000,79.507,,0 days 00:00:33.695000,0 days 00:00:23.036000,MEDIUM,1.0,1.0,,,12.0,False,1
ALO,14,Aston Martin,1.0,0 days 00:01:19.908000,79.908,,0 days 00:00:33.491000,0 days 00:00:23.130000,MEDIUM,4.0,1.0,,,13.0,False,1
TSU,22,RB,1.0,0 days 00:01:20.095000,80.095,,0 days 00:00:33.576000,0 days 00:00:23.153000,MEDIUM,1.0,1.0,,,14.0,False,1
