pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,61,70.03,70.143,67.719,0.843,0.0
2,RUS,Mercedes,63,63,70.39,70.26,69.164,0.639,0.36
3,NOR,McLaren,4,56,70.185,70.282,68.016,0.742,0.155
4,SAI,Ferrari,55,63,70.445,70.381,69.282,0.654,0.415
5,LEC,Ferrari,16,59,70.492,70.518,69.584,0.454,0.462
6,PIA,McLaren,81,63,70.42,70.541,68.697,0.807,0.39
7,HAM,Mercedes,44,63,70.675,70.621,69.562,0.613,0.645
8,PER,Red Bull Racing,11,63,71.034,71.001,69.694,0.57,1.004
9,HUL,Haas F1 Team,27,63,71.099,71.078,70.215,0.513,1.069
10,GAS,Alpine,10,63,71.225,71.2,69.609,0.641,1.195
11,MAG,Haas F1 Team,20,63,71.235,71.213,70.125,0.471,1.205
12,RIC,RB,3,63,71.237,71.276,70.426,0.445,1.207
13,OCO,Alpine,31,63,71.314,71.369,69.649,0.657,1.284
14,TSU,RB,22,62,71.445,71.434,70.318,0.579,1.415
15,STR,Aston Martin,18,62,71.463,71.44,70.143,0.668,1.433
16,ALB,Williams,23,62,71.449,71.441,70.364,0.514,1.419
17,ALO,Aston Martin,14,60,71.463,71.484,67.694,0.731,1.433
18,BOT,Kick Sauber,77,62,71.577,71.589,70.449,0.519,1.547
19,ZHO,Kick Sauber,24,61,71.84,71.714,70.47,0.903,1.81
20,SAR,Williams,2,59,71.914,71.949,70.406,0.835,1.884
