Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
STR,Aston Martin,1,2.0,MEDIUM,HARD
COL,Williams,10,11.0,MEDIUM,HARD
ALO,Aston Martin,11,12.0,MEDIUM,HARD
BOT,Kick Sauber,11,12.0,MEDIUM,HARD
HAM,Mercedes,12,13.0,MEDIUM,HARD
RUS,Mercedes,12,13.0,MEDIUM,HARD
TSU,RB,12,13.0,MEDIUM,HARD
VER,Red Bull Racing,12,13.0,MEDIUM,HARD
PER,Red Bull Racing,13,14.0,MEDIUM,HARD
BEA,Haas F1 Team,14,15.0,MEDIUM,HARD
TSU,RB,14,,HARD,
HUL,Haas F1 Team,15,16.0,MEDIUM,HARD
PIA,McLaren,15,16.0,MEDIUM,HARD
LEC,Ferrari,16,17.0,MEDIUM,HARD
SAI,Ferrari,17,18.0,MEDIUM,HARD
STR,Aston Martin,22,23.0,HARD,HARD
ALB,Williams,31,32.0,HARD,MEDIUM
ZHO,Kick Sauber,34,35.0,HARD,MEDIUM
NOR,McLaren,37,38.0,HARD,MEDIUM
STR,Aston Martin,45,,HARD,
OCO,Alpine,49,,HARD,
RIC,RB,49,,HARD,
VER,Red Bull Racing,49,,HARD,
GAS,Alpine,50,,HARD,
