stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,NOR,McLaren,MEDIUM,2.0,39.0,49.0,11,105.769,105.842,105.255
2,SAI,Ferrari,HARD,2.0,19.0,49.0,31,107.563,107.402,106.866
3,PIA,McLaren,HARD,2.0,17.0,50.0,34,107.707,107.685,107.06
4,PER,Red Bull Racing,HARD,2.0,15.0,49.0,34,107.774,107.632,107.013
5,ALB,Williams,MEDIUM,2.0,33.0,49.0,17,107.779,107.586,106.947
6,LEC,Ferrari,HARD,2.0,18.0,49.0,32,107.851,107.834,107.067
7,RUS,Mercedes,HARD,2.0,14.0,49.0,36,107.869,108.016,106.628
8,VER,Red Bull Racing,HARD,2.0,14.0,48.0,34,108.047,107.896,106.798
9,ZHO,Kick Sauber,MEDIUM,2.0,36.0,49.0,14,108.116,108.052,107.644
10,LEC,Ferrari,MEDIUM,1.0,2.0,14.0,13,108.298,108.314,107.672
11,HAM,Mercedes,HARD,2.0,14.0,49.0,36,108.431,108.462,107.236
12,HUL,Haas F1 Team,HARD,2.0,17.0,49.0,33,108.478,108.337,107.691
13,BEA,Haas F1 Team,HARD,2.0,16.0,49.0,34,108.491,108.399,107.048
14,PIA,McLaren,MEDIUM,1.0,2.0,12.0,11,108.565,108.601,108.07
15,ALO,Aston Martin,HARD,2.0,13.0,49.0,37,108.596,108.825,107.057
16,PER,Red Bull Racing,MEDIUM,1.0,3.0,12.0,10,108.602,108.724,107.826
17,SAI,Ferrari,MEDIUM,1.0,2.0,15.0,13,108.806,108.77,108.154
18,COL,Williams,HARD,2.0,12.0,49.0,37,108.818,109.008,107.274
19,STR,Aston Martin,HARD,3.0,24.0,44.0,21,108.824,108.745,108.148
20,NOR,McLaren,HARD,1.0,3.0,36.0,34,108.981,109.006,107.509
21,VER,Red Bull Racing,MEDIUM,1.0,2.0,10.0,9,109.083,109.13,108.448
22,ALB,Williams,HARD,1.0,3.0,30.0,28,109.397,109.222,108.677
23,RUS,Mercedes,MEDIUM,1.0,2.0,10.0,9,109.403,109.359,108.952
24,BOT,Kick Sauber,HARD,2.0,13.0,47.0,35,109.42,109.459,108.418
25,GAS,Alpine,HARD,1.0,3.0,49.0,46,109.473,109.559,108.018
26,ALO,Aston Martin,MEDIUM,1.0,2.0,10.0,8,109.662,109.798,109.056
27,RIC,RB,HARD,1.0,3.0,48.0,45,109.769,109.436,108.38
28,HUL,Haas F1 Team,MEDIUM,1.0,3.0,14.0,12,109.773,109.779,109.113
29,COL,Williams,MEDIUM,1.0,2.0,9.0,8,109.848,109.819,109.302
30,HAM,Mercedes,MEDIUM,1.0,4.0,11.0,8,109.986,109.892,109.399
31,STR,Aston Martin,HARD,2.0,3.0,21.0,17,110.076,110.234,109.143
32,OCO,Alpine,HARD,1.0,3.0,48.0,44,110.191,110.053,108.831
33,BEA,Haas F1 Team,MEDIUM,1.0,2.0,13.0,11,110.422,110.282,109.877
34,ZHO,Kick Sauber,HARD,1.0,3.0,33.0,30,110.535,110.507,109.199
35,TSU,RB,MEDIUM,1.0,2.0,11.0,10,111.986,111.463,110.887
36,BOT,Kick Sauber,MEDIUM,1.0,2.0,10.0,9,112.198,111.585,111.039
