circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
galvez,Autódromo Juan y Oscar Gálvez,https://en.wikipedia.org/wiki/Autódromo_Oscar_y_Juan_Gálvez,Argentina,1975-01-12,1975-buenos-aires,Argentine Grand Prix,buenos-aires,-34.6943,Buenos Aires,-58.4593,1,1975,,https://en.wikipedia.org/wiki/1975_Argentine_Grand_Prix,1975
interlagos,Autódromo José Carlos Pace,https://en.wikipedia.org/wiki/Interlagos_Circuit,Brazil,1975-01-26,1975-s-o-paulo,Brazilian Grand Prix,s-o-paulo,-23.7036,São Paulo,-46.6997,2,1975,,https://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix,1975
kyalami,Kyalami,https://en.wikipedia.org/wiki/Kyalami,South Africa,1975-03-01,1975-midrand,South African Grand Prix,midrand,-25.9894,Midrand,28.0767,3,1975,,https://en.wikipedia.org/wiki/1975_South_African_Grand_Prix,1975
montjuic,Montjuïc,https://en.wikipedia.org/wiki/Montju%C3%AFc_circuit,Spain,1975-04-27,1975-barcelona,Spanish Grand Prix,barcelona,41.3664,Barcelona,2.15167,4,1975,,https://en.wikipedia.org/wiki/1975_Spanish_Grand_Prix,1975
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1975-05-11,1975-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,5,1975,,https://en.wikipedia.org/wiki/1975_Monaco_Grand_Prix,1975
zolder,Zolder,https://en.wikipedia.org/wiki/Circuit_Zolder,Belgium,1975-05-25,1975-heusden-zolder,Belgian Grand Prix,heusden-zolder,50.9894,Heusden-Zolder,5.25694,6,1975,,https://en.wikipedia.org/wiki/1975_Belgian_Grand_Prix,1975
anderstorp,Scandinavian Raceway,https://en.wikipedia.org/wiki/Anderstorp_Raceway,Sweden,1975-06-08,1975-anderstorp,Swedish Grand Prix,anderstorp,57.2653,Anderstorp,13.6042,7,1975,,https://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix,1975
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1975-06-22,1975-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,8,1975,,https://en.wikipedia.org/wiki/1975_Dutch_Grand_Prix,1975
ricard,Circuit Paul Ricard,https://en.wikipedia.org/wiki/Circuit_Paul_Ricard,France,1975-07-06,1975-le-castellet,French Grand Prix,le-castellet,43.2506,Le Castellet,5.79167,9,1975,,https://en.wikipedia.org/wiki/1975_French_Grand_Prix,1975
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1975-07-19,1975-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,10,1975,,https://en.wikipedia.org/wiki/1975_British_Grand_Prix,1975
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1975-08-03,1975-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,11,1975,,https://en.wikipedia.org/wiki/1975_German_Grand_Prix,1975
red_bull_ring,Red Bull Ring,https://en.wikipedia.org/wiki/Red_Bull_Ring,Austria,1975-08-17,1975-spielberg,Austrian Grand Prix,spielberg,47.2197,Spielberg,14.7647,12,1975,,https://en.wikipedia.org/wiki/1975_Austrian_Grand_Prix,1975
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1975-09-07,1975-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,13,1975,,https://en.wikipedia.org/wiki/1975_Italian_Grand_Prix,1975
watkins_glen,Watkins Glen,https://en.wikipedia.org/wiki/Watkins_Glen_International,USA,1975-10-05,1975-new-york-state,United States Grand Prix,new-york-state,42.3369,New York State,-76.9272,14,1975,,https://en.wikipedia.org/wiki/1975_United_States_Grand_Prix,1975
