pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,RUS,Mercedes,63,48,83.031,82.774,81.8,0.885,0.553
2,VER,Red Bull Racing,1,48,82.478,82.848,81.003,0.795,0.0
3,PIA,McLaren,81,48,82.892,82.902,81.245,0.763,0.414
4,NOR,McLaren,4,48,82.808,82.934,80.901,0.734,0.33
5,LEC,Ferrari,16,48,82.949,83.036,81.294,0.912,0.471
6,BEA,Haas F1 Team,87,48,83.506,83.277,81.82,0.95,1.028
7,BOR,Kick Sauber,5,48,83.475,83.293,82.139,0.85,0.997
8,ALB,Williams,23,48,83.369,83.298,81.368,1.07,0.891
9,HAM,Ferrari,44,48,83.132,83.41,81.546,0.924,0.654
10,ANT,Mercedes,12,48,83.433,83.482,81.968,0.945,0.955
11,HAD,Racing Bulls,6,47,83.491,83.752,82.133,0.923,1.013
12,LAW,Racing Bulls,30,48,83.864,83.783,82.777,0.685,1.386
13,SAI,Williams,55,48,83.529,83.82,81.74,1.048,1.051
14,OCO,Haas F1 Team,31,47,83.905,83.849,82.892,0.581,1.427
15,TSU,Red Bull Racing,22,48,83.916,83.884,82.712,0.705,1.438
16,STR,Aston Martin,18,47,83.891,83.926,82.164,0.646,1.413
17,GAS,Alpine,10,46,84.033,84.11,82.185,0.808,1.555
18,COL,Alpine,43,47,84.076,84.319,82.239,0.919,1.598
19,ALO,Aston Martin,14,20,84.539,84.472,83.757,0.498,2.061
