stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,NOR,McLaren,SOFT,5.0,61.0,71.0,11,73.517,73.586,72.486
2,VER,Red Bull Racing,SOFT,5.0,58.0,71.0,14,74.017,74.052,73.422
3,STR,Aston Martin,SOFT,5.0,54.0,71.0,18,74.432,74.402,74.007
4,RIC,AlphaTauri,SOFT,5.0,57.0,70.0,13,74.595,74.788,73.866
5,PER,Red Bull Racing,SOFT,5.0,48.0,71.0,24,74.828,74.758,74.124
6,SAI,Ferrari,SOFT,5.0,53.0,71.0,19,74.834,74.811,74.406
7,TSU,AlphaTauri,SOFT,5.0,57.0,71.0,15,74.908,75.024,74.231
8,PIA,McLaren,SOFT,5.0,54.0,69.0,15,74.909,74.615,74.31
9,ALO,Aston Martin,SOFT,5.0,49.0,71.0,23,74.952,74.765,74.442
10,GAS,Alpine,SOFT,5.0,48.0,71.0,24,75.015,74.993,74.521
11,OCO,Alpine,SOFT,6.0,53.0,70.0,18,75.219,75.18,74.206
12,VER,Red Bull Racing,MEDIUM,4.0,29.0,55.0,27,75.321,75.355,74.682
13,HAM,Mercedes,SOFT,5.0,48.0,71.0,24,75.396,75.352,74.739
14,NOR,McLaren,MEDIUM,4.0,29.0,58.0,30,75.447,75.508,74.845
15,HUL,Haas F1 Team,SOFT,5.0,48.0,70.0,23,75.772,75.595,75.036
16,RUS,Mercedes,SOFT,5.0,47.0,56.0,10,75.782,75.785,74.934
17,PER,Red Bull Racing,MEDIUM,4.0,22.0,45.0,24,75.966,75.997,75.463
18,ALO,Aston Martin,MEDIUM,4.0,27.0,46.0,20,75.979,75.982,75.701
19,SAI,Ferrari,MEDIUM,4.0,28.0,50.0,23,75.985,75.97,75.399
20,STR,Aston Martin,MEDIUM,4.0,24.0,51.0,28,76.029,75.967,75.565
21,VER,Red Bull Racing,SOFT,3.0,5.0,25.0,19,76.053,76.08,75.547
22,OCO,Alpine,SOFT,5.0,33.0,50.0,18,76.055,75.967,75.365
23,TSU,AlphaTauri,MEDIUM,4.0,28.0,54.0,27,76.059,76.088,75.599
24,RIC,AlphaTauri,MEDIUM,4.0,28.0,54.0,27,76.062,76.087,75.407
25,GAS,Alpine,MEDIUM,4.0,28.0,45.0,18,76.079,76.082,75.215
26,SAR,Williams,SOFT,5.0,46.0,70.0,25,76.148,76.051,75.738
27,NOR,McLaren,SOFT,3.0,5.0,26.0,19,76.164,76.267,74.94
28,PIA,McLaren,SOFT,4.0,26.0,51.0,26,76.215,76.27,75.558
29,ALO,Aston Martin,SOFT,3.0,5.0,23.0,17,76.371,76.398,75.925
30,HAM,Mercedes,MEDIUM,4.0,20.0,45.0,24,76.447,76.386,75.516
31,RUS,Mercedes,MEDIUM,4.0,21.0,44.0,23,76.652,76.653,75.628
32,PER,Red Bull Racing,SOFT,3.0,5.0,19.0,12,76.726,76.731,76.294
33,ZHO,Alfa Romeo,MEDIUM,4.0,17.0,21.0,5,76.792,76.767,76.232
34,HAM,Mercedes,SOFT,3.0,5.0,16.0,12,76.793,76.788,76.474
35,BOT,Alfa Romeo,MEDIUM,4.0,20.0,38.0,18,76.852,76.875,75.731
36,RIC,AlphaTauri,SOFT,3.0,4.0,24.0,19,76.862,76.812,76.401
37,OCO,Alpine,MEDIUM,4.0,16.0,30.0,14,76.876,76.956,76.085
38,SAR,Williams,SOFT,4.0,19.0,43.0,25,76.897,76.909,76.101
39,HUL,Haas F1 Team,SOFT,4.0,23.0,45.0,23,76.924,76.843,75.818
40,RUS,Mercedes,SOFT,3.0,5.0,18.0,13,76.928,76.933,76.431
41,STR,Aston Martin,SOFT,3.0,5.0,20.0,14,76.949,77.004,76.443
42,OCO,Alpine,SOFT,3.0,5.0,12.0,8,76.95,77.002,76.597
43,TSU,AlphaTauri,SOFT,3.0,6.0,25.0,18,76.969,77.028,76.656
44,SAI,Ferrari,SOFT,3.0,5.0,24.0,18,76.996,77.08,76.465
45,GAS,Alpine,SOFT,3.0,5.0,23.0,18,77.075,77.2,76.437
46,PIA,McLaren,MEDIUM,3.0,4.0,23.0,17,77.18,77.211,76.641
47,BOT,Alfa Romeo,SOFT,3.0,5.0,17.0,13,77.224,77.239,76.64
48,SAR,Williams,SOFT,3.0,6.0,16.0,9,77.227,77.247,76.798
49,ZHO,Alfa Romeo,SOFT,3.0,5.0,14.0,10,77.298,77.197,76.752
50,HUL,Haas F1 Team,SOFT,3.0,5.0,20.0,13,77.618,77.567,76.675
