Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HUL,Haas F1 Team,1,2.0,HARD,HARD
STR,Aston Martin,1,2.0,MEDIUM,HARD
STR,Aston Martin,7,8.0,HARD,HARD
STR,Aston Martin,8,,HARD,
RUS,Mercedes,23,24.0,MEDIUM,HARD
BOT,Kick Sauber,24,25.0,MEDIUM,HARD
MAG,Haas F1 Team,27,28.0,MEDIUM,HARD
HUL,Haas F1 Team,31,32.0,HARD,MEDIUM
HAM,Mercedes,34,37.0,MEDIUM,HARD
PIA,McLaren,34,35.0,MEDIUM,HARD
SAI,Ferrari,34,35.0,MEDIUM,HARD
ALB,Williams,35,36.0,MEDIUM,SOFT
ALO,Aston Martin,35,36.0,MEDIUM,HARD
GAS,Alpine,35,36.0,MEDIUM,HARD
LAW,RB,35,37.0,MEDIUM,HARD
LEC,Ferrari,35,38.0,MEDIUM,HARD
NOR,McLaren,35,38.0,MEDIUM,HARD
PER,Red Bull Racing,35,36.0,MEDIUM,HARD
RUS,Mercedes,35,36.0,HARD,HARD
TSU,RB,35,36.0,MEDIUM,HARD
VER,Red Bull Racing,35,39.0,MEDIUM,HARD
ZHO,Kick Sauber,35,36.0,MEDIUM,HARD
ALB,Williams,36,37.0,SOFT,SOFT
ALO,Aston Martin,36,37.0,HARD,MEDIUM
GAS,Alpine,36,37.0,HARD,HARD
HUL,Haas F1 Team,36,37.0,MEDIUM,MEDIUM
MAG,Haas F1 Team,36,37.0,HARD,HARD
PER,Red Bull Racing,36,38.0,HARD,HARD
PIA,McLaren,36,38.0,HARD,HARD
RUS,Mercedes,36,37.0,HARD,HARD
SAI,Ferrari,36,37.0,HARD,HARD
TSU,RB,36,37.0,HARD,HARD
ZHO,Kick Sauber,36,37.0,HARD,HARD
ALB,Williams,37,38.0,SOFT,SOFT
ALO,Aston Martin,37,38.0,MEDIUM,MEDIUM
GAS,Alpine,37,38.0,HARD,HARD
HUL,Haas F1 Team,37,38.0,MEDIUM,MEDIUM
LAW,RB,37,38.0,HARD,HARD
MAG,Haas F1 Team,37,38.0,HARD,HARD
RUS,Mercedes,37,38.0,HARD,HARD
SAI,Ferrari,37,38.0,HARD,HARD
TSU,RB,37,38.0,HARD,HARD
ZHO,Kick Sauber,37,38.0,HARD,HARD
LAW,RB,40,41.0,HARD,SOFT
TSU,RB,40,41.0,HARD,SOFT
NOR,McLaren,45,46.0,HARD,HARD
HAM,Mercedes,47,48.0,HARD,HARD
ALB,Williams,55,56.0,SOFT,SOFT
