stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,NOR,McLaren,HARD,5.0,47.0,57.0,11,83.402,82.936,82.384
2,HAM,Mercedes,HARD,5.0,49.0,57.0,9,84.789,84.462,83.865
3,RUS,Mercedes,HARD,2.0,25.0,34.0,10,85.843,85.892,85.498
4,VER,Red Bull Racing,HARD,4.0,40.0,57.0,17,87.425,83.37,82.905
5,HAM,Mercedes,MEDIUM,1.0,1.0,33.0,30,87.638,86.426,85.227
6,VER,Red Bull Racing,MEDIUM,1.0,1.0,34.0,32,87.76,85.218,84.35
7,LEC,Ferrari,HARD,4.0,40.0,57.0,17,87.852,83.665,83.242
8,NOR,McLaren,MEDIUM,1.0,1.0,34.0,32,87.903,85.264,84.537
9,PIA,McLaren,MEDIUM,1.0,1.0,33.0,31,88.438,85.703,84.71
10,BOT,Kick Sauber,HARD,2.0,26.0,34.0,9,88.609,87.079,86.288
11,SAI,Ferrari,MEDIUM,1.0,1.0,33.0,31,88.664,85.852,84.802
12,TSU,RB,MEDIUM,1.0,1.0,34.0,31,88.851,87.537,86.33
13,PER,Red Bull Racing,MEDIUM,1.0,1.0,34.0,32,88.977,86.256,85.288
14,LAW,RB,MEDIUM,1.0,4.0,34.0,31,89.021,87.288,86.194
15,HUL,Haas F1 Team,HARD,2.0,4.0,30.0,27,89.072,87.327,86.235
16,GAS,Alpine,MEDIUM,1.0,1.0,34.0,32,89.597,86.695,85.122
17,ALO,Aston Martin,MEDIUM,1.0,1.0,34.0,32,89.765,86.722,85.649
18,LAW,RB,SOFT,5.0,42.0,57.0,16,89.772,87.53,86.076
19,ZHO,Kick Sauber,MEDIUM,1.0,1.0,34.0,32,89.831,86.954,85.659
20,TSU,RB,SOFT,5.0,42.0,57.0,16,89.899,87.244,86.144
21,LEC,Ferrari,MEDIUM,1.0,1.0,34.0,33,89.964,85.647,84.653
22,RUS,Mercedes,MEDIUM,1.0,1.0,22.0,20,90.219,86.198,85.546
23,ALB,Williams,MEDIUM,1.0,1.0,34.0,32,90.361,87.424,86.303
24,MAG,Haas F1 Team,HARD,2.0,29.0,35.0,7,90.691,85.682,85.307
25,BOT,Kick Sauber,MEDIUM,4.0,38.0,57.0,19,90.746,86.568,85.533
26,RUS,Mercedes,HARD,5.0,39.0,57.0,18,90.852,83.712,83.355
27,PIA,McLaren,HARD,4.0,39.0,57.0,18,90.957,83.624,83.218
28,MAG,Haas F1 Team,MEDIUM,1.0,1.0,26.0,24,90.971,86.95,86.106
29,SAI,Ferrari,HARD,4.0,39.0,57.0,18,91.382,84.308,83.465
30,ALO,Aston Martin,MEDIUM,4.0,39.0,57.0,18,91.422,84.389,83.667
31,GAS,Alpine,HARD,4.0,39.0,57.0,18,91.455,84.126,83.705
32,ZHO,Kick Sauber,HARD,4.0,39.0,57.0,18,91.864,84.786,83.889
33,MAG,Haas F1 Team,HARD,4.0,39.0,57.0,18,92.092,85.184,84.259
34,BOT,Kick Sauber,MEDIUM,1.0,1.0,23.0,21,92.104,87.842,86.295
35,ALB,Williams,SOFT,4.0,39.0,54.0,15,94.744,87.222,85.559
36,HUL,Haas F1 Team,MEDIUM,3.0,33.0,35.0,3,99.748,94.689,85.767
37,HAM,Mercedes,HARD,4.0,38.0,46.0,9,101.054,89.654,84.726
38,NOR,McLaren,HARD,4.0,40.0,44.0,4,101.274,92.218,83.473
39,STR,Aston Martin,HARD,2.0,3.0,6.0,4,112.619,111.312,90.935
40,LAW,RB,HARD,4.0,39.0,39.0,1,125.703,125.703,125.703
41,TSU,RB,HARD,4.0,39.0,39.0,1,129.747,129.747,129.747
