constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
BRM,brm,British,,stewart,Jackie Stewart,British,12,1966-monte-carlo,Monaco Grand Prix,,,,,,3,100,9190500,9.0,1,1,1,Finished,2:33:10.500,1966
Ferrari,ferrari,Italian,,bandini,Lorenzo Bandini,Italian,16,1966-monte-carlo,Monaco Grand Prix,,,,,,5,100,9230700,6.0,2,2,1,Finished,+40.200,1966
BRM,brm,British,,hill,Graham Hill,British,11,1966-monte-carlo,Monaco Grand Prix,,,,,,4,99,,4.0,3,3,1,+1 Lap,,1966
BRM,brm,British,,bondurant,Bob Bondurant,American,19,1966-monte-carlo,Monaco Grand Prix,,,,,,16,95,,3.0,4,4,1,+5 Laps,,1966
Cooper-Maserati,cooper-maserati,British,,ginther,Richie Ginther,American,9,1966-monte-carlo,Monaco Grand Prix,,,,,,9,80,,0.0,5,R,1,Transmission,,1966
Cooper-Maserati,cooper-maserati,British,,ligier,Guy Ligier,French,21,1966-monte-carlo,Monaco Grand Prix,,,,,,15,75,,0.0,6,R,1,Not classified,,1966
Cooper-Maserati,cooper-maserati,British,,bonnier,Jo Bonnier,Swedish,18,1966-monte-carlo,Monaco Grand Prix,,,,,,16,73,,0.0,7,R,1,Not classified,,1966
Lotus-Climax,lotus-climax,British,,clark,Jim Clark,British,4,1966-monte-carlo,Monaco Grand Prix,,,,,,1,60,,0.0,8,R,1,Suspension,,1966
Cooper-Maserati,cooper-maserati,British,,rindt,Jochen Rindt,Austrian,10,1966-monte-carlo,Monaco Grand Prix,,,,,,7,56,,0.0,9,R,1,Engine,,1966
Brabham-BRM,brabham-brm,British,,siffert,Jo Siffert,Swiss,14,1966-monte-carlo,Monaco Grand Prix,,,,,,13,35,,0.0,10,R,1,Clutch,,1966
Lotus-BRM,lotus-brm,British,,spence,Mike Spence,British,6,1966-monte-carlo,Monaco Grand Prix,,,,,,12,34,,0.0,11,R,1,Suspension,,1966
Brabham-Repco,brabham-repco,British,,jack_brabham,Jack Brabham,Australian,7,1966-monte-carlo,Monaco Grand Prix,,,,,,11,17,,0.0,12,R,1,Gearbox,,1966
Ferrari,ferrari,Italian,,surtees,John Surtees,British,17,1966-monte-carlo,Monaco Grand Prix,,,,,,2,16,,0.0,13,R,1,Transmission,,1966
Brabham-Climax,brabham-climax,British,,hulme,Denny Hulme,New Zealander,8,1966-monte-carlo,Monaco Grand Prix,,,,,,6,15,,0.0,14,R,1,Transmission,,1966
