Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
BOT,Mercedes,5,6.0,MEDIUM,HARD
GIO,Alfa Romeo Racing,15,16.0,MEDIUM,HARD
RUS,Williams,16,17.0,MEDIUM,HARD
STR,Racing Point,16,17.0,MEDIUM,HARD
KUB,Williams,18,19.0,MEDIUM,HARD
PER,Racing Point,18,19.0,MEDIUM,HARD
GRO,Haas F1 Team,19,20.0,SOFT,HARD
KVY,Toro Rosso,21,22.0,MEDIUM,HARD
VER,Red Bull Racing,25,26.0,MEDIUM,HARD
LEC,Ferrari,27,28.0,MEDIUM,HARD
ALB,Toro Rosso,28,29.0,MEDIUM,HARD
GAS,Red Bull Racing,28,29.0,MEDIUM,HARD
NOR,McLaren,28,29.0,SOFT,HARD
RAI,Alfa Romeo Racing,29,30.0,SOFT,MEDIUM
SAI,McLaren,29,30.0,SOFT,HARD
HAM,Mercedes,31,32.0,MEDIUM,HARD
HUL,Renault,36,37.0,MEDIUM,SOFT
MAG,Haas F1 Team,38,39.0,MEDIUM,SOFT
VET,Ferrari,39,40.0,MEDIUM,SOFT
BOT,Mercedes,46,47.0,HARD,MEDIUM
RIC,Renault,46,47.0,HARD,SOFT
HAM,Mercedes,48,49.0,HARD,HARD
GRO,Haas F1 Team,49,,HARD,
STR,Racing Point,50,51.0,HARD,SOFT
VER,Red Bull Racing,67,68.0,HARD,SOFT
