pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,62,80.717,81.064,78.528,1.213,0.0
2,VER,Red Bull Racing,33,62,80.955,81.306,77.103,0.97,0.238
3,LEC,Ferrari,16,64,81.908,81.911,80.493,0.773,1.191
4,BOT,Mercedes,77,61,82.098,82.03,79.331,1.492,1.381
5,VET,Ferrari,5,64,81.782,82.326,79.786,1.252,1.065
6,GAS,Red Bull Racing,10,63,82.523,82.345,81.045,0.921,1.806
7,RAI,Alfa Romeo Racing,7,63,82.557,82.388,80.88,0.961,1.84
8,SAI,McLaren,55,63,82.517,82.444,81.002,0.868,1.8
9,NOR,McLaren,4,63,82.56,82.558,81.188,0.959,1.843
10,ALB,Toro Rosso,23,63,82.996,82.791,80.621,1.138,2.279
11,PER,Racing Point,11,63,83.201,82.908,81.734,0.959,2.484
12,KVY,Toro Rosso,26,62,83.291,82.938,81.932,0.967,2.574
13,MAG,Haas F1 Team,20,63,83.2,83.27,81.008,1.127,2.483
14,RIC,Renault,3,63,83.15,83.285,80.839,1.204,2.433
15,HUL,Renault,27,63,83.254,83.355,81.65,0.942,2.537
16,STR,Racing Point,18,60,83.921,83.792,80.603,1.159,3.204
17,GRO,Haas F1 Team,8,43,83.943,83.85,82.809,0.666,3.226
18,RUS,Williams,63,62,84.165,83.929,82.386,0.995,3.448
19,GIO,Alfa Romeo Racing,99,62,84.299,84.005,83.134,0.905,3.582
20,KUB,Williams,88,61,84.547,84.275,83.436,0.853,3.83
