Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
BOR,Kick Sauber,1,4.0,MEDIUM,HARD
DOO,Alpine,1,4.0,MEDIUM,HARD
OCO,Haas F1 Team,1,4.0,MEDIUM,HARD
TSU,Red Bull Racing,1,,MEDIUM,
BEA,Haas F1 Team,18,19.0,MEDIUM,HARD
ALO,Aston Martin,19,20.0,MEDIUM,HARD
ANT,Mercedes,19,20.0,MEDIUM,HARD
PIA,McLaren,19,20.0,MEDIUM,HARD
LAW,Racing Bulls,20,21.0,MEDIUM,HARD
RUS,Mercedes,20,21.0,MEDIUM,HARD
SAI,Williams,21,22.0,MEDIUM,HARD
VER,Red Bull Racing,21,22.0,MEDIUM,HARD
ALB,Williams,22,23.0,MEDIUM,HARD
HAM,Ferrari,23,24.0,MEDIUM,HARD
LEC,Ferrari,29,30.0,MEDIUM,HARD
DOO,Alpine,32,33.0,HARD,HARD
HUL,Kick Sauber,33,34.0,HARD,MEDIUM
HAD,Racing Bulls,34,35.0,HARD,MEDIUM
NOR,McLaren,34,35.0,HARD,MEDIUM
STR,Aston Martin,39,40.0,HARD,MEDIUM
