Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
ALB,Williams,6,7.0,SOFT,SOFT
BEA,Haas F1 Team,8,9.0,SOFT,MEDIUM
TSU,Red Bull Racing,8,9.0,MEDIUM,SOFT
HUL,Kick Sauber,9,10.0,SOFT,MEDIUM
SAI,Williams,9,10.0,SOFT,SOFT
GAS,Alpine,10,11.0,SOFT,SOFT
VER,Red Bull Racing,13,14.0,SOFT,SOFT
COL,Alpine,14,15.0,SOFT,MEDIUM
ALO,Aston Martin,15,16.0,SOFT,MEDIUM
HAM,Ferrari,16,17.0,SOFT,MEDIUM
LEC,Ferrari,17,18.0,SOFT,MEDIUM
LAW,Racing Bulls,18,19.0,SOFT,MEDIUM
BOR,Kick Sauber,19,20.0,SOFT,MEDIUM
HAD,Racing Bulls,19,20.0,SOFT,MEDIUM
OCO,Haas F1 Team,20,21.0,SOFT,MEDIUM
RUS,Mercedes,20,21.0,SOFT,MEDIUM
ANT,Mercedes,21,22.0,SOFT,MEDIUM
NOR,McLaren,21,22.0,SOFT,MEDIUM
PIA,McLaren,22,23.0,SOFT,MEDIUM
TSU,Red Bull Racing,24,25.0,SOFT,SOFT
ALB,Williams,26,27.0,SOFT,SOFT
ALB,Williams,27,,SOFT,
VER,Red Bull Racing,29,30.0,SOFT,MEDIUM
GAS,Alpine,31,32.0,SOFT,MEDIUM
SAI,Williams,34,35.0,SOFT,MEDIUM
BEA,Haas F1 Team,35,36.0,MEDIUM,MEDIUM
COL,Alpine,39,40.0,MEDIUM,SOFT
LEC,Ferrari,40,41.0,MEDIUM,MEDIUM
RUS,Mercedes,41,42.0,MEDIUM,SOFT
ALO,Aston Martin,42,43.0,MEDIUM,SOFT
OCO,Haas F1 Team,43,44.0,MEDIUM,MEDIUM
LAW,Racing Bulls,44,45.0,MEDIUM,SOFT
TSU,Red Bull Racing,44,45.0,SOFT,SOFT
HUL,Kick Sauber,45,46.0,MEDIUM,SOFT
HAM,Ferrari,46,47.0,MEDIUM,SOFT
VER,Red Bull Racing,47,48.0,MEDIUM,SOFT
HAD,Racing Bulls,48,49.0,MEDIUM,SOFT
NOR,McLaren,48,49.0,MEDIUM,SOFT
ANT,Mercedes,49,50.0,MEDIUM,SOFT
BOR,Kick Sauber,49,50.0,MEDIUM,SOFT
PIA,McLaren,49,50.0,MEDIUM,SOFT
ALO,Aston Martin,54,55.0,SOFT,SOFT
BEA,Haas F1 Team,54,55.0,MEDIUM,SOFT
COL,Alpine,54,55.0,SOFT,SOFT
TSU,Red Bull Racing,54,55.0,SOFT,SOFT
GAS,Alpine,55,56.0,MEDIUM,SOFT
HAD,Racing Bulls,55,56.0,SOFT,SOFT
HAM,Ferrari,55,56.0,SOFT,SOFT
LEC,Ferrari,55,56.0,MEDIUM,SOFT
NOR,McLaren,55,56.0,SOFT,SOFT
PIA,McLaren,55,56.0,SOFT,SOFT
RUS,Mercedes,55,56.0,SOFT,SOFT
SAI,Williams,55,56.0,MEDIUM,SOFT
VER,Red Bull Racing,55,56.0,SOFT,HARD
HUL,Kick Sauber,56,57.0,SOFT,SOFT
