constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Brabham,brabham,British,,jack_brabham,Jack Brabham,Australian,12,1970-midrand,South African Grand Prix,,,,,,3,80,6575400,9.0,1,1,1,Finished,1:49:35.400,1970
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,6,1970-midrand,South African Grand Prix,,,,,,6,80,6583500,6.0,2,2,1,Finished,+8.100,1970
March,march,British,,stewart,Jackie Stewart,British,1,1970-midrand,South African Grand Prix,,,,,,1,80,6592500,4.0,3,3,1,Finished,+17.100,1970
Matra,matra,French,,beltoise,Jean-Pierre Beltoise,French,3,1970-midrand,South African Grand Prix,,,,,,8,80,6648500,3.0,4,4,1,Finished,+1:13.100,1970
Team Lotus,team_lotus,British,,miles,John Miles,British,10,1970-midrand,South African Grand Prix,,,,,,14,79,,2.0,5,5,1,+1 Lap,,1970
Team Lotus,team_lotus,British,,hill,Graham Hill,British,11,1970-midrand,South African Grand Prix,,,,,,19,79,,1.0,6,6,1,+1 Lap,,1970
Matra,matra,French,,pescarolo,Henri Pescarolo,French,4,1970-midrand,South African Grand Prix,,,,,,18,78,,0.0,7,7,1,+2 Laps,,1970
Team Lotus,team_lotus,British,,love,John Love,Rhodesian,23,1970-midrand,South African Grand Prix,,,,,,22,78,,0.0,8,8,1,+2 Laps,,1970
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,20,1970-midrand,South African Grand Prix,,,,,,16,76,,0.0,9,9,1,+4 Laps,,1970
March,march,British,,siffert,Jo Siffert,Swiss,16,1970-midrand,South African Grand Prix,,,,,,9,75,,0.0,10,10,1,+5 Laps,,1970
Brabham,brabham,British,,klerk,Peter de Klerk,South African,24,1970-midrand,South African Grand Prix,,,,,,21,75,,0.0,11,11,1,+5 Laps,,1970
Team Lotus,team_lotus,British,,charlton,Dave Charlton,South African,25,1970-midrand,South African Grand Prix,,,,,,13,73,,0.0,12,12,1,Engine,,1970
Team Lotus,team_lotus,British,,rindt,Jochen Rindt,Austrian,9,1970-midrand,South African Grand Prix,,,,,,4,72,,0.0,13,13,1,Engine,,1970
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,17,1970-midrand,South African Grand Prix,,,,,,5,60,,0.0,14,R,1,Engine,,1970
McLaren-Ford,mclaren-ford,British,,surtees,John Surtees,British,7,1970-midrand,South African Grand Prix,,,,,,7,60,,0.0,15,R,1,Engine,,1970
BRM,brm,British,,eaton,George Eaton,Canadian,21,1970-midrand,South African Grand Prix,,,,,,23,58,,0.0,16,R,1,Engine,,1970
March,march,British,,gavin,Johnny Servoz-Gavin,French,2,1970-midrand,South African Grand Prix,,,,,,17,57,,0.0,17,R,1,Engine,,1970
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,5,1970-midrand,South African Grand Prix,,,,,,10,39,,0.0,18,R,1,Engine,,1970
De Tomaso,tomaso,Italian,,courage,Piers Courage,British,22,1970-midrand,South African Grand Prix,,,,,,20,39,,0.0,19,R,1,Accident,,1970
March,march,British,,mario_andretti,Mario Andretti,American,8,1970-midrand,South African Grand Prix,,,,,,11,26,,0.0,20,R,1,Overheating,,1970
Brabham,brabham,British,,stommelen,Rolf Stommelen,German,14,1970-midrand,South African Grand Prix,,,,,,15,23,,0.0,21,R,1,Engine,,1970
BRM,brm,British,,oliver,Jackie Oliver,British,19,1970-midrand,South African Grand Prix,,,,,,12,22,,0.0,22,R,1,Gearbox,,1970
March,march,British,,amon,Chris Amon,New Zealander,15,1970-midrand,South African Grand Prix,,,,,,2,14,,0.0,23,R,1,Overheating,,1970
March,march,British,,stewart,Jackie Stewart,British,1,1970-madrid,Spanish Grand Prix,,,,,,3,90,7858200,9.0,1,1,2,Finished,2:10:58.200,1970
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,11,1970-madrid,Spanish Grand Prix,,,,,,11,89,,6.0,2,2,2,+1 Lap,,1970
March,march,British,,mario_andretti,Mario Andretti,American,18,1970-madrid,Spanish Grand Prix,,,,,,16,89,,4.0,3,3,2,+1 Lap,,1970
Team Lotus,team_lotus,British,,hill,Graham Hill,British,6,1970-madrid,Spanish Grand Prix,,,,,,15,89,,3.0,4,4,2,+1 Lap,,1970
March,march,British,,gavin,Johnny Servoz-Gavin,French,16,1970-madrid,Spanish Grand Prix,,,,,,14,88,,2.0,5,5,2,+2 Laps,,1970
McLaren-Ford,mclaren-ford,British,,surtees,John Surtees,British,8,1970-madrid,Spanish Grand Prix,,,,,,12,76,,0.0,6,R,2,Gearbox,,1970
Brabham,brabham,British,,jack_brabham,Jack Brabham,Australian,7,1970-madrid,Spanish Grand Prix,,,,,,1,61,,0.0,7,R,2,Engine,,1970
Brabham,brabham,British,,stommelen,Rolf Stommelen,German,24,1970-madrid,Spanish Grand Prix,,,,,,17,43,,0.0,8,R,2,Engine,,1970
Matra,matra,French,,pescarolo,Henri Pescarolo,French,22,1970-madrid,Spanish Grand Prix,,,,,,9,33,,0.0,9,R,2,Engine,,1970
Matra,matra,French,,beltoise,Jean-Pierre Beltoise,French,4,1970-madrid,Spanish Grand Prix,,,,,,4,31,,0.0,10,R,2,Engine,,1970
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,5,1970-madrid,Spanish Grand Prix,,,,,,2,10,,0.0,11,R,2,Ignition,,1970
March,march,British,,amon,Chris Amon,New Zealander,9,1970-madrid,Spanish Grand Prix,,,,,,6,10,,0.0,12,R,2,Engine,,1970
Team Lotus,team_lotus,British,,rindt,Jochen Rindt,Austrian,3,1970-madrid,Spanish Grand Prix,,,,,,8,9,,0.0,13,R,2,Ignition,,1970
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,10,1970-madrid,Spanish Grand Prix,,,,,,5,4,,0.0,14,W,2,Withdrew,,1970
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,2,1970-madrid,Spanish Grand Prix,,,,,,7,0,,0.0,15,R,2,Accident,,1970
BRM,brm,British,,oliver,Jackie Oliver,British,15,1970-madrid,Spanish Grand Prix,,,,,,10,0,,0.0,16,R,2,Accident,,1970
De Tomaso,tomaso,Italian,,courage,Piers Courage,British,12,1970-madrid,Spanish Grand Prix,,,,,,13,0,,0.0,17,W,2,Withdrew,,1970
Team Lotus,team_lotus,British,,rindt,Jochen Rindt,Austrian,3,1970-monte-carlo,Monaco Grand Prix,,,,,,8,80,6877400,9.0,1,1,3,Finished,1:54:37.400,1970
Brabham,brabham,British,,jack_brabham,Jack Brabham,Australian,5,1970-monte-carlo,Monaco Grand Prix,,,,,,4,80,6900500,6.0,2,2,3,Finished,+23.100,1970
Matra,matra,French,,pescarolo,Henri Pescarolo,French,9,1970-monte-carlo,Monaco Grand Prix,,,,,,7,80,6928800,4.0,3,3,3,Finished,+51.400,1970
McLaren-Ford,mclaren-ford,British,,hulme,Denny Hulme,New Zealander,11,1970-monte-carlo,Monaco Grand Prix,,,,,,3,80,6965700,3.0,4,4,3,Finished,+1:28.300,1970
Team Lotus,team_lotus,British,,hill,Graham Hill,British,1,1970-monte-carlo,Monaco Grand Prix,,,,,,16,79,,2.0,5,5,3,+1 Lap,,1970
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,17,1970-monte-carlo,Monaco Grand Prix,,,,,,15,78,,1.0,6,6,3,+2 Laps,,1970
March,march,British,,peterson,Ronnie Peterson,Swedish,23,1970-monte-carlo,Monaco Grand Prix,,,,,,12,78,,0.0,7,7,3,+2 Laps,,1970
March,march,British,,siffert,Jo Siffert,Swiss,19,1970-monte-carlo,Monaco Grand Prix,,,,,,11,76,,0.0,8,8,3,Out of fuel,,1970
March,march,British,,amon,Chris Amon,New Zealander,28,1970-monte-carlo,Monaco Grand Prix,,,,,,2,60,,0.0,9,R,3,Suspension,,1970
De Tomaso,tomaso,Italian,,courage,Piers Courage,British,24,1970-monte-carlo,Monaco Grand Prix,,,,,,9,58,,0.0,10,R,3,Not classified,,1970
March,march,British,,stewart,Jackie Stewart,British,21,1970-monte-carlo,Monaco Grand Prix,,,,,,1,57,,0.0,11,R,3,Engine,,1970
BRM,brm,British,,oliver,Jackie Oliver,British,16,1970-monte-carlo,Monaco Grand Prix,,,,,,14,42,,0.0,12,R,3,Engine,,1970
Matra,matra,French,,beltoise,Jean-Pierre Beltoise,French,8,1970-monte-carlo,Monaco Grand Prix,,,,,,6,21,,0.0,13,R,3,Differential,,1970
McLaren-Ford,mclaren-ford,British,,mclaren,Bruce McLaren,New Zealander,12,1970-monte-carlo,Monaco Grand Prix,,,,,,10,19,,0.0,14,R,3,Suspension,,1970
McLaren-Ford,mclaren-ford,British,,surtees,John Surtees,British,14,1970-monte-carlo,Monaco Grand Prix,,,,,,13,14,,0.0,15,R,3,Oil pressure,,1970
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,26,1970-monte-carlo,Monaco Grand Prix,,,,,,5,11,,0.0,16,R,3,Halfshaft,,1970
BRM,brm,British,,rodriguez,Pedro Rodríguez,Mexican,1,1970-spa,Belgian Grand Prix,,,,,,6,28,5890100,9.0,1,1,4,Finished,1:38:10.100,1970
March,march,British,,amon,Chris Amon,New Zealander,10,1970-spa,Belgian Grand Prix,,,,,,3,28,5891200,6.0,2,2,4,Finished,+1.100,1970
Matra,matra,French,,beltoise,Jean-Pierre Beltoise,French,25,1970-spa,Belgian Grand Prix,,,,,,11,28,5993800,4.0,3,3,4,Finished,+1:43.700,1970
Ferrari,ferrari,Italian,,giunti,Ignazio Giunti,Italian,28,1970-spa,Belgian Grand Prix,,,,,,8,28,6048600,3.0,4,4,4,Finished,+2:38.500,1970
Brabham,brabham,British,,stommelen,Rolf Stommelen,German,19,1970-spa,Belgian Grand Prix,,,,,,7,28,6101900,2.0,5,5,4,Finished,+3:31.800,1970
Matra,matra,French,,pescarolo,Henri Pescarolo,French,26,1970-spa,Belgian Grand Prix,,,,,,17,27,,1.0,6,6,4,Electrical,,1970
March,march,British,,siffert,Jo Siffert,Swiss,9,1970-spa,Belgian Grand Prix,,,,,,10,26,,0.0,7,7,4,Fuel pressure,,1970
