Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
STR,Aston Martin,8,9.0,MEDIUM,HARD
ALO,Aston Martin,18,19.0,MEDIUM,HARD
COL,Alpine,19,20.0,SOFT,HARD
HUL,Kick Sauber,19,20.0,SOFT,HARD
TSU,Red Bull Racing,19,20.0,SOFT,HARD
BOR,Kick Sauber,22,23.0,MEDIUM,HARD
LEC,Ferrari,22,23.0,MEDIUM,HARD
ALB,Williams,23,24.0,MEDIUM,HARD
ANT,Mercedes,23,24.0,MEDIUM,HARD
GAS,Alpine,23,24.0,MEDIUM,HARD
HAD,Racing Bulls,23,24.0,MEDIUM,HARD
LAW,Racing Bulls,23,24.0,MEDIUM,HARD
NOR,McLaren,23,24.0,MEDIUM,HARD
PIA,McLaren,23,24.0,MEDIUM,HARD
RUS,Mercedes,23,24.0,MEDIUM,HARD
SAI,Williams,23,24.0,MEDIUM,HARD
VER,Red Bull Racing,23,24.0,SOFT,MEDIUM
LAW,Racing Bulls,27,28.0,HARD,SOFT
SAI,Williams,27,28.0,HARD,SOFT
ALO,Aston Martin,40,41.0,HARD,HARD
ANT,Mercedes,51,52.0,HARD,SOFT
SAI,Williams,51,52.0,SOFT,SOFT
LAW,Racing Bulls,52,53.0,SOFT,SOFT
LEC,Ferrari,52,,HARD,
OCO,Haas F1 Team,52,53.0,HARD,MEDIUM
STR,Aston Martin,52,53.0,HARD,HARD
ALB,Williams,53,54.0,HARD,SOFT
ANT,Mercedes,53,54.0,SOFT,SOFT
BEA,Haas F1 Team,53,54.0,HARD,MEDIUM
COL,Alpine,53,54.0,HARD,MEDIUM
HAD,Racing Bulls,53,54.0,HARD,SOFT
HUL,Kick Sauber,53,54.0,HARD,MEDIUM
NOR,McLaren,53,54.0,HARD,HARD
PIA,McLaren,53,54.0,HARD,HARD
RUS,Mercedes,53,54.0,HARD,SOFT
TSU,Red Bull Racing,53,54.0,HARD,SOFT
VER,Red Bull Racing,53,54.0,MEDIUM,SOFT
BOR,Kick Sauber,60,61.0,HARD,SOFT
COL,Alpine,65,66.0,MEDIUM,SOFT
SAI,Williams,65,66.0,SOFT,SOFT
