Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HUL,Kick Sauber,5,6.0,SOFT,MEDIUM
COL,Alpine,13,14.0,MEDIUM,HARD
ALB,Williams,14,15.0,SOFT,MEDIUM
OCO,Haas F1 Team,14,15.0,MEDIUM,HARD
SAI,Williams,15,16.0,SOFT,HARD
VER,Red Bull Racing,17,18.0,MEDIUM,HARD
PIA,McLaren,18,19.0,MEDIUM,HARD
LEC,Ferrari,19,20.0,MEDIUM,HARD
RUS,Mercedes,19,20.0,MEDIUM,HARD
TSU,Red Bull Racing,20,21.0,MEDIUM,SOFT
ANT,Mercedes,21,22.0,MEDIUM,HARD
BEA,Haas F1 Team,30,31.0,MEDIUM,HARD
NOR,McLaren,31,32.0,MEDIUM,HARD
GAS,Alpine,32,33.0,HARD,MEDIUM
HAD,Racing Bulls,33,34.0,MEDIUM,HARD
COL,Alpine,35,36.0,HARD,HARD
STR,Aston Martin,36,37.0,MEDIUM,HARD
TSU,Red Bull Racing,37,38.0,SOFT,HARD
ALB,Williams,38,39.0,MEDIUM,HARD
ALO,Aston Martin,39,40.0,MEDIUM,HARD
BOR,Kick Sauber,40,41.0,MEDIUM,HARD
LAW,Racing Bulls,40,41.0,MEDIUM,HARD
LEC,Ferrari,40,41.0,HARD,HARD
HUL,Kick Sauber,41,42.0,MEDIUM,MEDIUM
HAM,Ferrari,42,43.0,HARD,MEDIUM
RUS,Mercedes,43,44.0,HARD,HARD
PIA,McLaren,45,46.0,HARD,HARD
BEA,Haas F1 Team,48,,HARD,
VER,Red Bull Racing,48,49.0,HARD,HARD
SAI,Williams,51,52.0,HARD,MEDIUM
