pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,NOR,McLaren,4,36,108.744,106.366,105.257,5.341,0.158
2,PIA,McLaren,81,36,108.586,106.478,105.706,4.759,0.0
3,VER,Red Bull Racing,1,36,108.882,106.702,106.096,5.117,0.296
4,LEC,Ferrari,16,36,108.837,106.747,106.174,5.047,0.251
5,RUS,Mercedes,63,36,109.267,107.213,106.566,5.059,0.681
6,HAM,Ferrari,44,36,109.152,107.258,106.534,4.838,0.566
7,ALB,Williams,23,36,109.441,107.366,106.813,5.186,0.855
8,LAW,Racing Bulls,30,36,109.641,107.469,106.649,5.319,1.055
9,BOR,Kick Sauber,5,36,109.747,107.53,106.966,5.311,1.161
10,SAI,Williams,55,34,110.042,107.778,106.073,5.85,1.456
11,ANT,Mercedes,12,34,110.072,107.941,104.861,5.795,1.486
12,BEA,Haas F1 Team,87,36,110.172,107.952,106.709,5.316,1.586
13,OCO,Haas F1 Team,31,36,110.478,107.952,106.744,5.873,1.892
14,ALO,Aston Martin,14,34,109.919,107.974,105.849,5.184,1.333
15,GAS,Alpine,10,36,109.928,107.996,107.177,4.827,1.342
16,STR,Aston Martin,18,36,110.279,108.004,107.212,5.654,1.693
17,TSU,Red Bull Racing,22,36,110.393,108.027,107.241,5.438,1.807
18,HUL,Kick Sauber,27,34,109.609,108.036,105.068,5.334,1.023
19,HAD,Racing Bulls,6,33,111.243,108.402,107.667,5.574,2.657
20,COL,Alpine,43,34,110.381,108.558,106.104,5.795,1.795
