pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PIA,McLaren,81,56,84.081,80.948,78.894,10.454,2.195
2,NOR,McLaren,4,56,83.353,81.001,78.311,9.653,1.467
3,LEC,Ferrari,16,56,83.946,81.03,79.048,9.645,2.06
4,VER,Red Bull Racing,1,56,82.923,81.097,77.988,9.881,1.037
5,RUS,Mercedes,63,56,83.944,81.459,79.733,8.917,2.058
6,SAI,Williams,55,56,84.022,81.545,79.836,8.269,2.136
7,GAS,Alpine,10,56,84.233,81.746,80.398,7.702,2.347
8,ALB,Williams,23,56,83.158,81.756,78.289,7.396,1.272
9,HAM,Ferrari,44,56,82.903,81.779,78.265,6.891,1.017
10,HAD,Racing Bulls,6,56,83.132,81.984,79.473,6.407,1.246
11,ANT,Mercedes,12,39,81.886,81.994,80.62,0.681,0.0
12,BOR,Kick Sauber,5,54,83.229,82.034,80.63,5.134,1.343
13,LAW,Racing Bulls,30,56,84.264,82.044,80.473,7.53,2.378
14,BEA,Haas F1 Team,87,56,83.701,82.059,79.521,7.485,1.815
15,ALO,Aston Martin,14,56,84.331,82.119,79.894,7.786,2.445
16,STR,Aston Martin,18,56,84.374,82.181,80.501,7.434,2.488
17,TSU,Red Bull Racing,22,57,84.382,82.306,80.039,7.917,2.496
18,HUL,Kick Sauber,27,58,84.616,82.353,80.401,7.923,2.73
19,COL,Alpine,43,56,84.436,82.364,80.345,7.385,2.55
20,OCO,Haas F1 Team,31,23,82.318,82.396,81.413,0.566,0.432
