constructor,constructor_id,constructor_nationality,driver_code,driver_id,driver_name,driver_nationality,driver_number,event_id,event_name,fastest_lap_average_speed,fastest_lap_average_speed_units,fastest_lap_lap,fastest_lap_rank,fastest_lap_time,grid_position,laps,milliseconds,points,position,position_text,round,status,time,year
Team Lotus,team_lotus,British,,emerson_fittipaldi,Emerson Fittipaldi,Brazilian,2,1973-buenos-aires,Argentine Grand Prix,,,,,,2,96,6978220,9.0,1,1,1,Finished,1:56:18.220,1973
Tyrrell,tyrrell,British,,cevert,François Cevert,French,8,1973-buenos-aires,Argentine Grand Prix,,,,,,6,96,6982910,6.0,2,2,1,Finished,+4.690,1973
Tyrrell,tyrrell,British,,stewart,Jackie Stewart,British,6,1973-buenos-aires,Argentine Grand Prix,,,,,,4,96,7011410,4.0,3,3,1,Finished,+33.190,1973
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,18,1973-buenos-aires,Argentine Grand Prix,,,,,,3,96,7020790,3.0,4,4,1,Finished,+42.570,1973
McLaren,mclaren,British,,hulme,Denny Hulme,New Zealander,14,1973-buenos-aires,Argentine Grand Prix,,,,,,8,95,,2.0,5,5,1,+1 Lap,,1973
Brabham,brabham,British,,wilson_fittipaldi,Wilson Fittipaldi,Brazilian,12,1973-buenos-aires,Argentine Grand Prix,,,,,,13,95,,1.0,6,6,1,+1 Lap,,1973
BRM,brm,British,,regazzoni,Clay Regazzoni,Swiss,32,1973-buenos-aires,Argentine Grand Prix,,,,,,1,93,,0.0,7,7,1,+3 Laps,,1973
McLaren,mclaren,British,,revson,Peter Revson,American,16,1973-buenos-aires,Argentine Grand Prix,,,,,,11,92,,0.0,8,8,1,+4 Laps,,1973
Ferrari,ferrari,Italian,,merzario,Arturo Merzario,Italian,20,1973-buenos-aires,Argentine Grand Prix,,,,,,14,92,,0.0,9,9,1,+4 Laps,,1973
March,march,British,,beuttler,Mike Beuttler,British,22,1973-buenos-aires,Argentine Grand Prix,,,,,,18,90,,0.0,10,10,1,Suspension,,1973
March,march,British,,jarier,Jean-Pierre Jarier,French,24,1973-buenos-aires,Argentine Grand Prix,,,,,,17,84,,0.0,11,R,1,Radiator,,1973
BRM,brm,British,,beltoise,Jean-Pierre Beltoise,French,30,1973-buenos-aires,Argentine Grand Prix,,,,,,7,79,,0.0,12,R,1,Engine,,1973
Iso Marlboro,iso_marlboro,British,,ganley,Howden Ganley,New Zealander,38,1973-buenos-aires,Argentine Grand Prix,,,,,,19,79,,0.0,13,R,1,Not classified,,1973
Team Lotus,team_lotus,British,,peterson,Ronnie Peterson,Swedish,4,1973-buenos-aires,Argentine Grand Prix,,,,,,5,67,,0.0,14,R,1,Oil pressure,,1973
BRM,brm,British,,lauda,Niki Lauda,Austrian,34,1973-buenos-aires,Argentine Grand Prix,,,,,,13,66,,0.0,15,R,1,Oil pressure,,1973
Brabham,brabham,British,,reutemann,Carlos Reutemann,Argentine,10,1973-buenos-aires,Argentine Grand Prix,,,,,,9,16,,0.0,16,R,1,Gearbox,,1973
Surtees,surtees,British,,hailwood,Mike Hailwood,British,26,1973-buenos-aires,Argentine Grand Prix,,,,,,10,10,,0.0,17,R,1,Halfshaft,,1973
Surtees,surtees,British,,pace,Carlos Pace,Brazilian,28,1973-buenos-aires,Argentine Grand Prix,,,,,,15,10,,0.0,18,R,1,Suspension,,1973
Iso Marlboro,iso_marlboro,British,,galli,Nanni Galli,Italian,36,1973-buenos-aires,Argentine Grand Prix,,,,,,16,0,,0.0,19,R,1,Engine,,1973
Team Lotus,team_lotus,British,,emerson_fittipaldi,Emerson Fittipaldi,Brazilian,1,1973-s-o-paulo,Brazilian Grand Prix,,,,,,2,40,6235600,9.0,1,1,2,Finished,1:43:55.600,1973
Tyrrell,tyrrell,British,,stewart,Jackie Stewart,British,3,1973-s-o-paulo,Brazilian Grand Prix,,,,,,8,40,6249100,6.0,2,2,2,Finished,+13.500,1973
McLaren,mclaren,British,,hulme,Denny Hulme,New Zealander,7,1973-s-o-paulo,Brazilian Grand Prix,,,,,,5,40,6342000,4.0,3,3,2,Finished,+1:46.400,1973
Ferrari,ferrari,Italian,,merzario,Arturo Merzario,Italian,10,1973-s-o-paulo,Brazilian Grand Prix,,,,,,17,39,,3.0,4,4,2,+1 Lap,,1973
Ferrari,ferrari,Italian,,ickx,Jacky Ickx,Belgian,9,1973-s-o-paulo,Brazilian Grand Prix,,,,,,3,39,,2.0,5,5,2,+1 Lap,,1973
BRM,brm,British,,regazzoni,Clay Regazzoni,Swiss,14,1973-s-o-paulo,Brazilian Grand Prix,,,,,,4,39,,1.0,6,6,2,+1 Lap,,1973
Iso Marlboro,iso_marlboro,British,,ganley,Howden Ganley,New Zealander,19,1973-s-o-paulo,Brazilian Grand Prix,,,,,,14,39,,0.0,7,7,2,+1 Lap,,1973
BRM,brm,British,,lauda,Niki Lauda,Austrian,16,1973-s-o-paulo,Brazilian Grand Prix,,,,,,13,38,,0.0,8,8,2,+2 Laps,,1973
Iso Marlboro,iso_marlboro,British,,galli,Nanni Galli,Italian,20,1973-s-o-paulo,Brazilian Grand Prix,,,,,,18,38,,0.0,9,9,2,+2 Laps,,1973
