Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HAM,Ferrari,2,3.0,SOFT,HARD
TSU,Red Bull Racing,2,3.0,HARD,MEDIUM
VER,Red Bull Racing,7,8.0,HARD,MEDIUM
OCO,Haas F1 Team,8,9.0,HARD,MEDIUM
HAM,Ferrari,14,15.0,HARD,MEDIUM
BEA,Haas F1 Team,17,18.0,SOFT,MEDIUM
SAI,Williams,17,18.0,SOFT,MEDIUM
GAS,Alpine,18,19.0,SOFT,MEDIUM
HAD,Racing Bulls,18,19.0,SOFT,MEDIUM
LAW,Racing Bulls,19,20.0,SOFT,MEDIUM
ANT,Mercedes,21,22.0,SOFT,MEDIUM
TSU,Red Bull Racing,24,25.0,MEDIUM,MEDIUM
ALO,Aston Martin,28,29.0,HARD,MEDIUM
COL,Alpine,29,30.0,MEDIUM,SOFT
STR,Aston Martin,29,30.0,HARD,MEDIUM
NOR,McLaren,30,31.0,MEDIUM,SOFT
HAM,Ferrari,32,33.0,MEDIUM,MEDIUM
RUS,Mercedes,34,35.0,MEDIUM,SOFT
VER,Red Bull Racing,34,35.0,MEDIUM,MEDIUM
ALB,Williams,35,36.0,MEDIUM,SOFT
HUL,Kick Sauber,36,37.0,MEDIUM,SOFT
HAD,Racing Bulls,37,38.0,MEDIUM,MEDIUM
HAM,Ferrari,37,,MEDIUM,
PIA,McLaren,38,39.0,MEDIUM,SOFT
SAI,Williams,38,39.0,MEDIUM,MEDIUM
GAS,Alpine,39,40.0,MEDIUM,MEDIUM
BEA,Haas F1 Team,42,43.0,MEDIUM,MEDIUM
COL,Alpine,43,44.0,SOFT,MEDIUM
ALO,Aston Martin,46,47.0,MEDIUM,MEDIUM
ANT,Mercedes,47,48.0,MEDIUM,MEDIUM
OCO,Haas F1 Team,47,48.0,MEDIUM,MEDIUM
TSU,Red Bull Racing,47,48.0,MEDIUM,MEDIUM
RUS,Mercedes,48,49.0,SOFT,MEDIUM
NOR,McLaren,50,51.0,SOFT,MEDIUM
PIA,McLaren,51,52.0,SOFT,MEDIUM
STR,Aston Martin,54,55.0,MEDIUM,MEDIUM
VER,Red Bull Racing,54,55.0,MEDIUM,SOFT
ALB,Williams,55,56.0,SOFT,MEDIUM
