Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
NOR,4,McLaren,1.0,0 days 00:01:18.067000,78.067,,0 days 00:00:37.520000,0 days 00:00:16.996000,MEDIUM,1.0,1.0,,,1.0,False,12
ANT,12,Mercedes,1.0,0 days 00:01:19.069000,79.069,,0 days 00:00:38.163000,0 days 00:00:17.048000,SOFT,4.0,1.0,,,2.0,False,12
LEC,16,Ferrari,1.0,0 days 00:01:19.556000,79.556,,0 days 00:00:38.433000,0 days 00:00:16.890000,MEDIUM,1.0,1.0,,,3.0,False,12
PIA,81,McLaren,1.0,0 days 00:01:20.531000,80.531,,0 days 00:00:38.750000,0 days 00:00:16.859000,MEDIUM,1.0,1.0,,,4.0,False,12
HAD,6,Racing Bulls,1.0,0 days 00:01:21.320000,81.32,,0 days 00:00:39.231000,0 days 00:00:17.104000,SOFT,4.0,1.0,,,5.0,False,12
LAW,30,Racing Bulls,1.0,0 days 00:01:21.830000,81.83,,0 days 00:00:39.630000,0 days 00:00:17.049000,SOFT,4.0,1.0,,,6.0,False,12
RUS,63,Mercedes,1.0,0 days 00:01:22.173000,82.173,,0 days 00:00:39.578000,0 days 00:00:16.902000,MEDIUM,5.0,1.0,,,7.0,False,12
GAS,10,Alpine,1.0,0 days 00:01:23.216000,83.216,,0 days 00:00:40.271000,0 days 00:00:17.230000,SOFT,4.0,1.0,,,8.0,False,12
BEA,87,Haas F1 Team,1.0,0 days 00:01:23.362000,83.362,,0 days 00:00:40.536000,0 days 00:00:16.985000,SOFT,3.0,1.0,,,9.0,False,12
ALO,14,Aston Martin,1.0,0 days 00:01:24.077000,84.077,,0 days 00:00:40.876000,0 days 00:00:17.212000,HARD,1.0,1.0,,,10.0,False,12
ALB,23,Williams,1.0,0 days 00:01:24.430000,84.43,,0 days 00:00:40.894000,0 days 00:00:17.198000,MEDIUM,7.0,1.0,,,11.0,False,12
HUL,27,Kick Sauber,1.0,0 days 00:01:24.736000,84.736,,0 days 00:00:41.458000,0 days 00:00:17.204000,MEDIUM,1.0,1.0,,,12.0,False,12
SAI,55,Williams,1.0,0 days 00:01:24.958000,84.958,,0 days 00:00:41.380000,0 days 00:00:17.082000,SOFT,1.0,1.0,,,13.0,False,12
