stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,VER,Red Bull Racing,SOFT,4.0,56.0,71.0,16,73.231,73.256,72.447
2,PIA,McLaren,MEDIUM,3.0,53.0,71.0,19,73.329,73.196,72.742
3,NOR,McLaren,MEDIUM,3.0,52.0,71.0,20,73.449,73.442,73.04
4,ANT,Mercedes,MEDIUM,3.0,49.0,71.0,23,73.612,73.609,73.123
5,PIA,McLaren,SOFT,2.0,40.0,50.0,11,73.622,73.577,73.156
6,RUS,Mercedes,MEDIUM,3.0,50.0,71.0,22,73.732,73.753,73.097
7,VER,Red Bull Racing,MEDIUM,3.0,36.0,53.0,18,73.738,73.703,73.307
8,STR,Aston Martin,MEDIUM,3.0,56.0,71.0,16,73.773,73.542,73.094
9,ALB,Williams,MEDIUM,3.0,57.0,71.0,15,73.802,73.345,72.4
10,TSU,Red Bull Racing,MEDIUM,4.0,49.0,71.0,23,73.808,73.853,72.774
11,RUS,Mercedes,SOFT,2.0,36.0,47.0,12,73.889,73.84,73.218
12,BEA,Haas F1 Team,MEDIUM,3.0,44.0,71.0,28,74.072,74.003,73.483
13,COL,Alpine,MEDIUM,3.0,45.0,71.0,27,74.101,74.11,72.816
14,ALO,Aston Martin,MEDIUM,3.0,48.0,71.0,24,74.145,74.152,73.312
15,OCO,Haas F1 Team,MEDIUM,3.0,49.0,71.0,23,74.218,73.923,73.571
16,HAM,Ferrari,MEDIUM,4.0,34.0,36.0,3,74.318,74.279,73.844
17,NOR,McLaren,SOFT,2.0,32.0,49.0,18,74.324,74.363,73.968
18,ANT,Mercedes,MEDIUM,2.0,23.0,46.0,24,74.504,74.538,73.672
19,ALB,Williams,SOFT,2.0,37.0,54.0,18,74.695,74.874,73.495
20,GAS,Alpine,MEDIUM,3.0,41.0,71.0,31,74.721,74.553,73.736
21,SAI,Williams,MEDIUM,3.0,40.0,71.0,32,74.727,74.571,73.852
22,HAD,Racing Bulls,MEDIUM,3.0,39.0,71.0,33,74.742,74.653,73.694
23,BEA,Haas F1 Team,MEDIUM,2.0,19.0,41.0,23,74.817,74.768,73.823
24,STR,Aston Martin,MEDIUM,2.0,31.0,53.0,23,74.847,74.832,74.279
25,COL,Alpine,SOFT,2.0,31.0,42.0,12,74.867,74.642,74.301
26,ALO,Aston Martin,MEDIUM,2.0,30.0,45.0,16,74.898,74.712,74.343
27,HUL,Kick Sauber,SOFT,2.0,38.0,71.0,34,74.918,74.774,73.474
28,VER,Red Bull Racing,MEDIUM,2.0,9.0,33.0,25,74.937,75.065,73.049
29,HAD,Racing Bulls,MEDIUM,2.0,20.0,36.0,17,75.013,74.998,74.254
30,SAI,Williams,MEDIUM,2.0,19.0,37.0,19,75.033,75.16,73.683
31,TSU,Red Bull Racing,MEDIUM,3.0,26.0,46.0,21,75.035,75.036,74.019
32,GAS,Alpine,MEDIUM,2.0,20.0,38.0,19,75.039,75.054,74.027
33,LAW,Racing Bulls,MEDIUM,2.0,21.0,71.0,51,75.217,75.203,74.029
34,OCO,Haas F1 Team,MEDIUM,2.0,10.0,46.0,37,75.267,75.289,73.481
35,HAM,Ferrari,MEDIUM,3.0,16.0,31.0,16,75.502,75.596,74.273
36,TSU,Red Bull Racing,MEDIUM,2.0,6.0,23.0,16,76.061,75.998,74.911
37,PIA,McLaren,MEDIUM,1.0,1.0,37.0,33,76.763,75.096,74.133
38,NOR,McLaren,MEDIUM,1.0,1.0,29.0,25,76.888,74.771,73.489
39,RUS,Mercedes,MEDIUM,1.0,1.0,33.0,29,77.297,75.319,74.119
40,HUL,Kick Sauber,MEDIUM,1.0,1.0,35.0,31,77.77,75.705,74.979
41,ALB,Williams,MEDIUM,1.0,1.0,34.0,30,77.892,75.856,74.525
42,VER,Red Bull Racing,HARD,1.0,6.0,6.0,1,78.495,78.495,78.495
43,ANT,Mercedes,SOFT,1.0,1.0,20.0,16,78.587,75.226,74.127
44,ALO,Aston Martin,HARD,1.0,1.0,27.0,23,78.664,76.13,74.924
45,COL,Alpine,MEDIUM,1.0,1.0,28.0,24,78.716,76.068,75.342
46,STR,Aston Martin,HARD,1.0,1.0,28.0,24,78.729,75.662,74.536
47,LAW,Racing Bulls,SOFT,1.0,1.0,18.0,14,79.924,75.976,74.318
48,HAD,Racing Bulls,SOFT,1.0,1.0,17.0,13,80.026,75.88,74.553
49,GAS,Alpine,SOFT,1.0,1.0,17.0,13,80.34,75.955,74.672
50,BEA,Haas F1 Team,SOFT,1.0,1.0,16.0,12,80.562,75.694,74.312
51,SAI,Williams,SOFT,1.0,1.0,16.0,12,80.911,76.096,74.897
52,HAM,Ferrari,HARD,2.0,4.0,13.0,8,81.208,76.321,74.982
53,TSU,Red Bull Racing,HARD,1.0,1.0,1.0,1,85.506,85.506,85.506
54,HAM,Ferrari,SOFT,1.0,1.0,1.0,1,86.869,86.869,86.869
55,OCO,Haas F1 Team,HARD,1.0,6.0,7.0,2,92.178,92.178,79.208
56,LEC,Ferrari,MEDIUM,1.0,1.0,5.0,5,105.684,110.062,79.556
