pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,1,60,74.182,73.842,72.447,1.057,0.0
2,PIA,McLaren,81,63,75.179,74.319,72.742,4.85,0.997
3,NOR,McLaren,4,63,75.064,74.357,73.04,4.816,0.882
4,ANT,Mercedes,12,63,75.215,74.359,73.123,4.818,1.033
5,RUS,Mercedes,63,63,75.403,74.365,73.097,4.913,1.221
6,BEA,Haas F1 Team,87,63,75.58,74.487,73.483,4.871,1.398
7,COL,Alpine,43,63,76.005,74.745,72.816,5.018,1.823
8,ALO,Aston Martin,14,63,75.986,74.746,73.312,4.925,1.804
9,HAD,Racing Bulls,6,63,75.905,74.773,73.694,4.738,1.723
10,STR,Aston Martin,18,63,76.053,74.846,73.094,5.2,1.871
11,GAS,Alpine,10,63,75.976,74.87,73.736,4.781,1.794
12,TSU,Red Bull Racing,22,61,75.013,74.919,72.774,1.75,0.831
13,SAI,Williams,55,63,75.997,74.985,73.683,4.897,1.815
14,OCO,Haas F1 Team,31,62,75.423,75.129,73.481,3.966,1.241
15,ALB,Williams,23,63,76.005,75.285,72.4,4.913,1.823
16,LAW,Racing Bulls,30,65,76.231,75.363,74.029,4.638,2.049
17,HUL,Kick Sauber,27,65,76.278,75.419,73.474,4.824,2.096
18,HAM,Ferrari,44,28,77.411,75.609,73.844,5.764,3.229
19,LEC,Ferrari,16,5,105.684,110.062,79.556,16.031,31.502
