pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,33,48,95.766,94.396,93.367,5.995,0.286
2,HAM,Mercedes,44,48,95.48,94.462,92.785,5.528,0.0
3,RIC,Red Bull Racing,3,48,96.15,94.589,93.187,6.232,0.67
4,BOT,Mercedes,77,48,95.841,94.738,93.11,5.931,0.361
5,RAI,Ferrari,7,48,96.647,95.54,94.223,5.872,1.167
6,VET,Ferrari,5,48,97.038,95.583,92.318,6.377,1.558
7,PER,Racing Point,11,48,97.265,96.424,94.073,5.519,1.785
8,OCO,Racing Point,31,48,97.447,96.596,94.67,5.465,1.967
9,GRO,Haas F1 Team,8,48,97.379,96.718,94.786,5.404,1.899
10,STR,Williams,18,45,97.918,96.976,93.354,6.159,2.438
11,GAS,Toro Rosso,10,47,98.055,97.059,94.133,5.382,2.575
12,SAI,Renault,55,47,97.904,97.076,94.197,5.973,2.424
13,VAN,McLaren,2,47,98.803,97.314,95.023,6.472,3.323
14,HAR,Toro Rosso,28,47,98.667,97.437,94.857,5.843,3.187
15,ALO,McLaren,14,47,98.605,97.518,93.943,5.828,3.125
16,ERI,Sauber,9,47,97.992,97.519,96.294,1.828,2.512
17,SIR,Williams,35,44,97.361,97.592,93.985,1.753,1.881
18,LEC,Sauber,16,32,97.914,97.758,94.515,1.53,2.434
19,HUL,Renault,27,32,100.448,97.887,94.934,9.644,4.968
20,MAG,Haas F1 Team,20,5,117.536,103.721,99.908,22.304,22.056
