circuit_id,circuit_name,circuit_url,country,date,event_id,event_name,event_slug,latitude,locality,longitude,round,season,time,url,year
galvez,Autódromo Juan y Oscar Gálvez,https://en.wikipedia.org/wiki/Autódromo_Oscar_y_Juan_Gálvez,Argentina,1958-01-19,1958-buenos-aires,Argentine Grand Prix,buenos-aires,-34.6943,Buenos Aires,-58.4593,1,1958,,https://en.wikipedia.org/wiki/1958_Argentine_Grand_Prix,1958
monaco,Circuit de Monaco,https://en.wikipedia.org/wiki/Circuit_de_Monaco,Monaco,1958-05-18,1958-monte-carlo,Monaco Grand Prix,monte-carlo,43.7347,Monte Carlo,7.42056,2,1958,,https://en.wikipedia.org/wiki/1958_Monaco_Grand_Prix,1958
zandvoort,Circuit Park Zandvoort,https://en.wikipedia.org/wiki/Circuit_Zandvoort,Netherlands,1958-05-26,1958-zandvoort,Dutch Grand Prix,zandvoort,52.3888,Zandvoort,4.54092,3,1958,,https://en.wikipedia.org/wiki/1958_Dutch_Grand_Prix,1958
indianapolis,Indianapolis Motor Speedway,https://en.wikipedia.org/wiki/Indianapolis_Motor_Speedway,USA,1958-05-30,1958-indianapolis,Indianapolis 500,indianapolis,39.795,Indianapolis,-86.2347,4,1958,,https://en.wikipedia.org/wiki/1958_Indianapolis_500,1958
spa,Circuit de Spa-Francorchamps,https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps,Belgium,1958-06-15,1958-spa,Belgian Grand Prix,spa,50.4372,Spa,5.97139,5,1958,,https://en.wikipedia.org/wiki/1958_Belgian_Grand_Prix,1958
reims,Reims-Gueux,https://en.wikipedia.org/wiki/Reims-Gueux,France,1958-07-06,1958-reims,French Grand Prix,reims,49.2542,Reims,3.93083,6,1958,,https://en.wikipedia.org/wiki/1958_French_Grand_Prix,1958
silverstone,Silverstone Circuit,https://en.wikipedia.org/wiki/Silverstone_Circuit,UK,1958-07-19,1958-silverstone,British Grand Prix,silverstone,52.0786,Silverstone,-1.01694,7,1958,,https://en.wikipedia.org/wiki/1958_British_Grand_Prix,1958
nurburgring,Nürburgring,https://en.wikipedia.org/wiki/N%C3%BCrburgring,Germany,1958-08-03,1958-n-rburg,German Grand Prix,n-rburg,50.3356,Nürburg,6.9475,8,1958,,https://en.wikipedia.org/wiki/1958_German_Grand_Prix,1958
boavista,Circuito da Boavista,https://en.wikipedia.org/wiki/Circuito_da_Boavista,Portugal,1958-08-24,1958-oporto,Portuguese Grand Prix,oporto,41.1705,Oporto,-8.67325,9,1958,,https://en.wikipedia.org/wiki/1958_Portuguese_Grand_Prix,1958
monza,Autodromo Nazionale di Monza,https://en.wikipedia.org/wiki/Monza_Circuit,Italy,1958-09-07,1958-monza,Italian Grand Prix,monza,45.6156,Monza,9.28111,10,1958,,https://en.wikipedia.org/wiki/1958_Italian_Grand_Prix,1958
ain-diab,Ain Diab,https://en.wikipedia.org/wiki/Ain-Diab_Circuit,Morocco,1958-10-19,1958-casablanca,Moroccan Grand Prix,casablanca,33.5786,Casablanca,-7.6875,11,1958,,https://en.wikipedia.org/wiki/1958_Moroccan_Grand_Prix,1958
