pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,33,63,68.772,68.882,66.2,0.645,0.0
2,NOR,McLaren,4,65,69.247,69.066,68.471,0.562,0.475
3,BOT,Mercedes,77,65,69.274,69.094,68.374,0.564,0.502
4,HAM,Mercedes,44,63,69.409,69.42,68.126,0.443,0.637
5,PER,Red Bull Racing,11,65,69.687,69.495,68.192,1.035,0.915
6,RIC,McLaren,3,65,69.893,69.664,68.82,0.84,1.121
7,GAS,AlphaTauri,10,63,69.595,69.698,68.146,0.971,0.823
8,LEC,Ferrari,16,65,69.895,69.769,68.698,0.876,1.123
9,ALO,Alpine,14,64,70.144,69.8,68.405,1.007,1.372
10,VET,Aston Martin,5,61,70.013,69.934,68.42,0.924,1.241
11,SAI,Ferrari,55,65,69.809,69.938,67.762,1.042,1.037
12,TSU,AlphaTauri,22,62,69.982,70.011,68.455,0.922,1.21
13,GIO,Alfa Romeo Racing,99,62,70.318,70.04,69.042,0.966,1.546
14,RUS,Williams,63,64,70.266,70.066,68.9,0.865,1.494
15,RAI,Alfa Romeo Racing,7,64,70.299,70.258,68.52,0.991,1.527
16,STR,Aston Martin,18,62,70.134,70.27,68.659,1.022,1.362
17,LAT,Williams,6,64,70.627,70.504,68.874,0.947,1.855
18,MSC,Haas F1 Team,47,63,71.113,70.93,69.394,1.111,2.341
19,MAZ,Haas F1 Team,9,61,71.534,71.719,69.757,1.055,2.762
