pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VET,Ferrari,5,64,75.148,75.188,73.964,0.621,0.0
2,BOT,Mercedes,77,64,75.228,75.195,73.992,0.726,0.08
3,VER,Red Bull Racing,33,64,75.203,75.212,73.864,0.833,0.055
4,RIC,Red Bull Racing,3,64,75.391,75.244,73.835,0.853,0.243
5,HAM,Mercedes,44,64,75.43,75.336,74.183,0.802,0.282
6,RAI,Ferrari,7,64,75.517,75.44,74.075,0.836,0.369
7,HUL,Renault,27,63,76.64,76.545,75.488,0.713,1.492
8,PER,Force India,11,61,76.678,76.616,75.1,1.298,1.53
9,OCO,Force India,31,63,76.707,76.647,75.498,0.739,1.559
10,GAS,Toro Rosso,10,63,76.913,76.703,75.699,0.889,1.765
11,SAI,Renault,55,63,76.695,76.711,75.666,0.722,1.547
12,GRO,Haas F1 Team,8,63,76.9,76.756,75.47,1.209,1.752
13,LEC,Sauber,16,63,76.849,76.779,75.351,0.912,1.701
14,MAG,Haas F1 Team,20,63,76.991,77.046,75.401,1.142,1.843
15,ALO,McLaren,14,36,79.479,77.074,76.18,9.713,4.331
16,VAN,McLaren,2,60,77.481,77.267,75.765,1.154,2.333
17,ERI,Sauber,9,62,77.744,77.711,76.403,0.98,2.596
18,SIR,Williams,35,62,77.944,77.792,75.924,1.534,2.796
