pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,VER,Red Bull Racing,33,56,85.656,81.98,77.524,12.322,0.0
2,TSU,AlphaTauri,22,55,88.734,82.135,78.353,13.477,3.078
3,HAM,Mercedes,44,54,85.801,82.291,76.702,12.236,0.145
4,GAS,AlphaTauri,10,53,88.778,82.344,78.782,13.79,3.122
5,OCO,Alpine,31,52,86.668,82.412,79.417,8.665,1.012
6,SAI,Ferrari,55,56,87.744,82.492,78.49,13.615,2.088
7,VET,Aston Martin,5,47,86.758,82.651,79.074,8.604,1.102
8,NOR,McLaren,4,56,87.603,82.709,78.259,13.386,1.947
9,LEC,Ferrari,16,56,86.648,82.914,78.379,12.399,0.992
10,RIC,McLaren,3,56,88.138,83.044,79.341,12.708,2.482
11,RAI,Alfa Romeo Racing,7,55,88.509,83.404,79.422,12.448,2.853
12,STR,Aston Martin,18,55,88.198,83.66,78.994,12.611,2.542
13,MSC,Haas F1 Team,47,50,86.95,83.806,79.193,7.419,1.294
14,ALO,Alpine,14,55,89.142,83.814,79.396,13.006,3.486
15,GIO,Alfa Romeo Racing,99,52,89.132,84.613,79.47,12.898,3.476
16,PER,Red Bull Racing,11,56,88.094,84.85,78.334,13.303,2.438
17,MAZ,Haas F1 Team,9,51,91.953,86.363,80.402,14.477,6.297
18,BOT,Mercedes,77,26,98.467,90.626,88.485,16.058,12.811
19,RUS,Williams,63,26,98.511,90.649,86.543,16.183,12.855
