pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,PIA,McLaren,81,62,69.668,69.5,67.924,0.821,0.02
2,NOR,McLaren,4,62,69.648,69.64,68.272,0.683,0.0
3,LEC,Ferrari,16,62,69.916,69.776,68.765,0.755,0.268
4,HAM,Ferrari,44,62,70.096,70.096,68.628,0.806,0.448
5,RUS,Mercedes,63,62,70.578,70.56,69.372,0.633,0.93
6,LAW,Racing Bulls,30,64,70.909,70.689,69.977,0.72,1.261
7,OCO,Haas F1 Team,31,61,70.76,70.758,69.55,0.746,1.112
8,BOR,Kick Sauber,5,61,70.66,70.775,69.247,0.743,1.012
9,HUL,Kick Sauber,27,61,70.751,70.797,69.459,0.648,1.103
10,TSU,Red Bull Racing,22,58,71.056,70.81,69.802,0.807,1.408
11,ALO,Aston Martin,14,63,70.979,70.934,69.935,0.721,1.331
12,COL,Alpine,43,61,71.127,71.013,69.621,0.814,1.479
13,STR,Aston Martin,18,61,71.088,71.069,69.214,1.026,1.44
14,GAS,Alpine,10,61,71.139,71.097,70.151,0.634,1.491
15,BEA,Haas F1 Team,87,61,71.049,71.184,69.96,0.66,1.401
16,HAD,Racing Bulls,6,61,71.309,71.264,70.204,0.721,1.661
17,ALB,Williams,23,11,77.285,71.316,70.641,13.595,7.637
