Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
HAD,Racing Bulls,2,3.0,SOFT,MEDIUM
BEA,Haas F1 Team,11,12.0,SOFT,HARD
GAS,Alpine,12,13.0,SOFT,HARD
HUL,Kick Sauber,12,13.0,SOFT,MEDIUM
ALB,Williams,13,14.0,MEDIUM,MEDIUM
COL,Alpine,13,14.0,SOFT,MEDIUM
ALB,Williams,15,,MEDIUM,
RUS,Mercedes,18,19.0,MEDIUM,MEDIUM
TSU,Red Bull Racing,18,19.0,MEDIUM,HARD
OCO,Haas F1 Team,19,20.0,MEDIUM,HARD
NOR,McLaren,20,21.0,MEDIUM,HARD
BOR,Kick Sauber,21,22.0,MEDIUM,MEDIUM
PIA,McLaren,24,25.0,MEDIUM,HARD
LEC,Ferrari,25,26.0,MEDIUM,HARD
HAM,Ferrari,26,27.0,MEDIUM,HARD
STR,Aston Martin,26,27.0,MEDIUM,HARD
HAD,Racing Bulls,28,29.0,MEDIUM,HARD
TSU,Red Bull Racing,30,31.0,HARD,MEDIUM
LAW,Racing Bulls,32,33.0,MEDIUM,HARD
ALO,Aston Martin,33,34.0,MEDIUM,HARD
GAS,Alpine,38,39.0,HARD,MEDIUM
BEA,Haas F1 Team,39,40.0,HARD,MEDIUM
COL,Alpine,39,40.0,MEDIUM,HARD
HUL,Kick Sauber,42,43.0,MEDIUM,MEDIUM
RUS,Mercedes,45,46.0,MEDIUM,HARD
BOR,Kick Sauber,49,50.0,MEDIUM,HARD
LEC,Ferrari,49,50.0,HARD,MEDIUM
HAM,Ferrari,50,51.0,HARD,MEDIUM
OCO,Haas F1 Team,50,51.0,HARD,HARD
NOR,McLaren,52,53.0,HARD,MEDIUM
PIA,McLaren,53,54.0,HARD,MEDIUM
STR,Aston Martin,53,54.0,HARD,SOFT
TSU,Red Bull Racing,60,61.0,MEDIUM,SOFT
