stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,PIA,McLaren,MEDIUM,3.0,55.0,70.0,16,68.767,68.649,67.924
2,NOR,McLaren,MEDIUM,3.0,54.0,70.0,17,68.87,68.698,68.272
3,LEC,Ferrari,MEDIUM,3.0,51.0,70.0,20,69.143,69.08,68.765
4,HAM,Ferrari,MEDIUM,3.0,52.0,70.0,19,69.174,69.266,68.628
5,PIA,McLaren,HARD,2.0,26.0,52.0,27,69.699,69.52,69.196
6,BOR,Kick Sauber,HARD,3.0,51.0,69.0,18,69.743,69.662,69.247
7,NOR,McLaren,HARD,2.0,22.0,51.0,30,69.788,69.7,69.309
8,STR,Aston Martin,SOFT,3.0,55.0,69.0,15,69.791,69.624,69.214
9,OCO,Haas F1 Team,HARD,3.0,52.0,69.0,17,69.859,69.781,69.55
10,LEC,Ferrari,HARD,2.0,27.0,48.0,22,69.867,69.768,69.339
11,RUS,Mercedes,HARD,3.0,47.0,70.0,24,69.95,69.909,69.372
12,HAM,Ferrari,HARD,2.0,28.0,49.0,21,70.03,70.055,69.319
13,NOR,McLaren,MEDIUM,1.0,4.0,19.0,15,70.252,70.184,69.313
14,HUL,Kick Sauber,MEDIUM,3.0,44.0,69.0,26,70.27,70.222,69.459
15,PIA,McLaren,MEDIUM,1.0,4.0,23.0,19,70.381,70.624,69.271
16,LAW,Racing Bulls,HARD,2.0,34.0,70.0,37,70.396,70.256,69.977
17,ALO,Aston Martin,HARD,2.0,35.0,69.0,35,70.443,70.302,69.935
18,BEA,Haas F1 Team,MEDIUM,3.0,41.0,69.0,28,70.553,70.428,69.96
19,TSU,Red Bull Racing,SOFT,4.0,62.0,68.0,6,70.554,70.406,69.802
20,COL,Alpine,HARD,3.0,41.0,69.0,29,70.628,70.493,69.621
21,LEC,Ferrari,MEDIUM,1.0,4.0,24.0,20,70.743,70.906,69.912
22,TSU,Red Bull Racing,MEDIUM,3.0,32.0,59.0,28,70.769,70.53,70.015
23,BOR,Kick Sauber,MEDIUM,2.0,23.0,48.0,26,70.784,70.76,70.456
24,GAS,Alpine,MEDIUM,3.0,40.0,69.0,30,70.804,70.74,70.151
25,OCO,Haas F1 Team,HARD,2.0,21.0,49.0,29,70.811,70.79,70.244
26,RUS,Mercedes,MEDIUM,2.0,20.0,44.0,25,70.848,70.752,70.237
27,HAM,Ferrari,MEDIUM,1.0,4.0,25.0,22,70.954,70.976,70.17
28,HAD,Racing Bulls,HARD,3.0,30.0,69.0,39,70.969,70.78,70.204
29,HUL,Kick Sauber,MEDIUM,2.0,14.0,41.0,27,70.973,70.923,70.708
30,TSU,Red Bull Racing,HARD,2.0,20.0,29.0,10,71.055,70.886,70.539
31,STR,Aston Martin,HARD,2.0,28.0,52.0,25,71.059,70.94,70.51
32,RUS,Mercedes,MEDIUM,1.0,4.0,17.0,13,71.217,71.232,70.574
33,GAS,Alpine,SOFT,1.0,4.0,11.0,8,71.355,71.31,70.776
34,BEA,Haas F1 Team,SOFT,1.0,4.0,10.0,7,71.387,71.256,70.807
35,BOR,Kick Sauber,MEDIUM,1.0,4.0,20.0,17,71.442,71.428,70.933
36,BEA,Haas F1 Team,HARD,2.0,13.0,38.0,26,71.492,71.393,70.884
37,GAS,Alpine,HARD,2.0,14.0,37.0,23,71.5,71.343,70.3
38,COL,Alpine,MEDIUM,2.0,15.0,38.0,23,71.553,71.524,70.707
39,HUL,Kick Sauber,SOFT,1.0,4.0,11.0,8,71.565,71.522,70.949
40,LAW,Racing Bulls,MEDIUM,1.0,4.0,31.0,27,71.611,71.577,70.941
41,COL,Alpine,SOFT,1.0,4.0,12.0,9,71.644,71.533,70.842
42,ALO,Aston Martin,MEDIUM,1.0,4.0,32.0,28,71.65,71.599,70.81
43,OCO,Haas F1 Team,MEDIUM,1.0,4.0,18.0,15,71.683,71.753,70.909
44,TSU,Red Bull Racing,MEDIUM,1.0,4.0,17.0,14,71.848,71.873,70.949
45,HAD,Racing Bulls,MEDIUM,2.0,4.0,27.0,22,71.912,72.01,70.974
46,STR,Aston Martin,MEDIUM,1.0,4.0,24.0,21,72.05,72.036,70.931
47,ALB,Williams,MEDIUM,1.0,1.0,12.0,11,77.285,71.316,70.641
