Driver,Team,pitInLap,pitOutLap,fromCompound,toCompound
LEC,Ferrari,3,4.0,SOFT,MEDIUM
NOR,McLaren,4,5.0,SOFT,MEDIUM
VER,Red Bull Racing,14,,SOFT,
ALB,Red Bull Racing,15,16.0,SOFT,MEDIUM
RAI,Alfa Romeo Racing,15,16.0,MEDIUM,HARD
GRO,Haas F1 Team,16,17.0,SOFT,HARD
VET,Ferrari,16,17.0,SOFT,SOFT
BOT,Mercedes,17,18.0,SOFT,MEDIUM
MAG,Haas F1 Team,17,18.0,MEDIUM,HARD
GAS,Toro Rosso,18,19.0,SOFT,MEDIUM
GIO,Alfa Romeo Racing,18,19.0,MEDIUM,HARD
STR,Racing Point,18,19.0,SOFT,MEDIUM
HUL,Renault,19,20.0,SOFT,MEDIUM
PER,Racing Point,19,20.0,SOFT,MEDIUM
HAM,Mercedes,21,22.0,SOFT,MEDIUM
KUB,Williams,22,23.0,MEDIUM,HARD
LEC,Ferrari,25,26.0,MEDIUM,SOFT
NOR,McLaren,25,26.0,MEDIUM,HARD
RUS,Williams,25,26.0,MEDIUM,HARD
SAI,McLaren,26,27.0,SOFT,MEDIUM
KVY,Toro Rosso,27,28.0,SOFT,MEDIUM
RIC,Renault,29,30.0,MEDIUM,SOFT
VET,Ferrari,31,32.0,SOFT,MEDIUM
KUB,Williams,33,34.0,HARD,MEDIUM
ALB,Red Bull Racing,34,35.0,MEDIUM,SOFT
BOT,Mercedes,36,37.0,MEDIUM,SOFT
RAI,Alfa Romeo Racing,36,37.0,HARD,SOFT
PER,Racing Point,41,42.0,MEDIUM,SOFT
HAM,Mercedes,42,43.0,MEDIUM,SOFT
LEC,Ferrari,46,47.0,SOFT,SOFT
MAG,Haas F1 Team,47,48.0,HARD,SOFT
GIO,Alfa Romeo Racing,49,50.0,HARD,SOFT
