stint_rank,Driver,Team,Compound,Stint,from_lap,to_lap,laps,average_lap_seconds,median_lap_seconds,best_lap_seconds
1,PER,Red Bull Racing,HARD,2.0,21.0,50.0,30,92.89,92.778,92.188
2,VER,Red Bull Racing,HARD,2.0,22.0,50.0,29,92.895,92.838,91.906
3,ALO,Aston Martin,HARD,2.0,22.0,50.0,29,93.476,93.249,92.24
4,RUS,Mercedes,HARD,2.0,22.0,50.0,29,93.618,93.524,92.433
5,HAM,Mercedes,MEDIUM,2.0,22.0,50.0,29,93.752,93.653,92.941
6,SAI,Ferrari,HARD,2.0,21.0,50.0,30,94.038,93.862,92.822
7,LEC,Ferrari,HARD,2.0,21.0,50.0,30,94.257,94.012,93.056
8,PER,Red Bull Racing,MEDIUM,1.0,3.0,17.0,14,94.349,94.27,93.961
9,OCO,Alpine,HARD,2.0,21.0,50.0,30,94.538,94.353,93.222
10,GAS,Alpine,HARD,2.0,16.0,50.0,31,94.625,94.436,93.392
11,ALO,Aston Martin,MEDIUM,1.0,2.0,17.0,15,94.811,94.837,94.398
12,TSU,AlphaTauri,HARD,2.0,21.0,50.0,30,95.04,94.794,93.931
13,VER,Red Bull Racing,MEDIUM,1.0,3.0,17.0,15,95.221,95.306,93.79
14,ZHO,Alfa Romeo,MEDIUM,3.0,21.0,50.0,30,95.236,95.161,93.894
15,RUS,Mercedes,MEDIUM,1.0,3.0,17.0,15,95.266,95.265,94.892
16,DEV,AlphaTauri,HARD,2.0,21.0,50.0,30,95.306,95.219,93.609
17,MAG,Haas F1 Team,HARD,2.0,10.0,50.0,38,95.389,95.159,93.374
18,NOR,McLaren,MEDIUM,3.0,21.0,50.0,30,95.552,95.462,94.122
19,SAR,Williams,MEDIUM,2.0,21.0,50.0,30,95.598,95.48,94.469
20,BOT,Alfa Romeo,SOFT,4.0,37.0,49.0,13,95.601,95.325,94.384
21,ZHO,Alfa Romeo,HARD,2.0,13.0,16.0,4,95.602,95.582,95.263
22,LEC,Ferrari,SOFT,1.0,2.0,15.0,14,95.617,95.525,94.609
23,HUL,Haas F1 Team,HARD,2.0,13.0,50.0,35,95.636,95.038,93.78
24,STR,Aston Martin,MEDIUM,1.0,2.0,12.0,11,95.681,95.551,95.14
25,SAI,Ferrari,MEDIUM,1.0,1.0,14.0,14,95.921,95.55,95.001
26,HAM,Mercedes,HARD,1.0,3.0,17.0,15,95.992,95.973,95.047
27,PIA,McLaren,HARD,2.0,3.0,50.0,45,96.003,95.634,94.287
28,NOR,McLaren,HARD,2.0,4.0,16.0,13,96.099,96.141,95.523
29,OCO,Alpine,MEDIUM,1.0,2.0,15.0,14,96.178,96.011,95.729
30,BOT,Alfa Romeo,HARD,2.0,11.0,16.0,6,96.21,96.212,95.927
31,TSU,AlphaTauri,MEDIUM,1.0,3.0,16.0,14,96.333,96.242,95.616
32,STR,Aston Martin,HARD,2.0,15.0,16.0,2,96.374,96.374,96.262
33,ZHO,Alfa Romeo,MEDIUM,1.0,2.0,10.0,9,96.424,96.359,95.928
34,BOT,Alfa Romeo,MEDIUM,3.0,21.0,34.0,14,96.736,96.244,95.846
35,GAS,Alpine,MEDIUM,1.0,1.0,13.0,13,96.791,96.262,95.837
36,ALB,Williams,HARD,2.0,21.0,26.0,6,96.906,96.486,95.567
37,DEV,AlphaTauri,MEDIUM,1.0,2.0,16.0,15,96.93,96.847,96.014
38,SAR,Williams,HARD,1.0,2.0,16.0,15,96.995,96.844,96.126
39,ALB,Williams,MEDIUM,1.0,1.0,16.0,16,97.399,96.896,95.911
40,HUL,Haas F1 Team,MEDIUM,1.0,1.0,10.0,10,97.486,96.576,96.095
41,BOT,Alfa Romeo,MEDIUM,1.0,2.0,8.0,7,97.636,97.418,96.597
42,MAG,Haas F1 Team,MEDIUM,1.0,1.0,7.0,7,98.06,97.098,96.304
