Driver,DriverNumber,Team,LapNumber,LapTime,LapTimeSeconds,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,PitOutTime,PitInTime,Position,IsPersonalBest,TrackStatus
PIA,81,McLaren,1.0,0 days 00:01:26.746000,86.746,,0 days 00:00:29.625000,0 days 00:00:23.513000,MEDIUM,1.0,1.0,,,1.0,False,1
VER,1,Red Bull Racing,1.0,0 days 00:01:28.336000,88.336,,0 days 00:00:30.558000,0 days 00:00:23.329000,MEDIUM,1.0,1.0,,,2.0,False,1
NOR,4,McLaren,1.0,0 days 00:01:29.389000,89.389,,0 days 00:00:30.754000,0 days 00:00:23.631000,MEDIUM,1.0,1.0,,,3.0,False,1
HAM,44,Mercedes,1.0,0 days 00:01:30.241000,90.241,,0 days 00:00:31.384000,0 days 00:00:23.737000,MEDIUM,1.0,1.0,,,4.0,False,1
LEC,16,Ferrari,1.0,0 days 00:01:31.218000,91.218,,0 days 00:00:31.794000,0 days 00:00:24.163000,MEDIUM,1.0,1.0,,,5.0,False,1
ALO,14,Aston Martin,1.0,0 days 00:01:31.876000,91.876,,0 days 00:00:32.149000,0 days 00:00:24.132000,SOFT,3.0,1.0,,,6.0,False,1
SAI,55,Ferrari,1.0,0 days 00:01:32.367000,92.367,,0 days 00:00:32.371000,0 days 00:00:24.181000,MEDIUM,1.0,1.0,,,7.0,False,1
STR,18,Aston Martin,1.0,0 days 00:01:32.820000,92.82,,0 days 00:00:32.648000,0 days 00:00:24.150000,SOFT,4.0,1.0,,,8.0,False,1
ALB,23,Williams,1.0,0 days 00:01:33.240000,93.24,,0 days 00:00:33.005000,0 days 00:00:24.071000,SOFT,1.0,1.0,,,9.0,False,1
MAG,20,Haas F1 Team,1.0,0 days 00:01:33.837000,93.837,,0 days 00:00:33.061000,0 days 00:00:24.191000,SOFT,1.0,1.0,,,10.0,False,1
RIC,3,RB,1.0,0 days 00:01:34.329000,94.329,,0 days 00:00:33.586000,0 days 00:00:24.326000,MEDIUM,1.0,1.0,,,11.0,False,1
TSU,22,RB,1.0,0 days 00:01:35.046000,95.046,,0 days 00:00:33.634000,0 days 00:00:24.503000,MEDIUM,1.0,1.0,,,12.0,False,1
BOT,77,Kick Sauber,1.0,0 days 00:01:35.430000,95.43,,0 days 00:00:33.946000,0 days 00:00:24.393000,MEDIUM,2.0,1.0,,,13.0,False,1
