pace_rank,Driver,Team,DriverNumber,clean_laps,average_lap_seconds,median_lap_seconds,best_lap_seconds,lap_time_std_seconds,gap_to_best_avg_seconds
1,HAM,Mercedes,44,58,82.197,81.882,80.665,1.056,0.0
2,BOT,Mercedes,77,58,82.711,82.45,79.43,1.294,0.514
3,VER,Red Bull Racing,33,58,82.374,82.521,78.149,1.039,0.177
4,LEC,Ferrari,16,58,83.163,82.944,80.459,1.0,0.966
5,PER,Red Bull Racing,11,58,83.313,83.077,79.483,1.335,1.116
6,RIC,McLaren,3,58,83.469,83.31,81.853,1.021,1.272
7,SAI,Ferrari,55,58,83.541,83.334,81.568,1.265,1.344
8,GAS,AlphaTauri,10,58,84.367,84.1,81.375,2.012,2.17
9,NOR,McLaren,4,58,84.287,84.292,81.279,1.756,2.09
10,VET,Aston Martin,5,58,84.684,84.352,82.82,1.774,2.487
11,STR,Aston Martin,18,58,84.658,84.524,82.607,1.781,2.461
12,OCO,Alpine,31,59,84.667,84.623,83.311,0.915,2.47
13,LAT,Williams,6,56,84.848,84.664,82.905,1.427,2.651
14,ALO,Alpine,14,58,84.93,84.667,81.182,1.682,2.733
15,MSC,Haas F1 Team,47,57,85.416,84.728,82.637,2.257,3.219
16,RAI,Alfa Romeo Racing,7,59,84.762,84.922,82.868,1.306,2.565
17,GIO,Alfa Romeo Racing,99,58,84.695,84.964,82.802,1.266,2.498
18,RUS,Williams,63,58,85.096,85.067,83.208,1.145,2.899
19,MAZ,Haas F1 Team,9,57,86.238,86.228,84.04,2.294,4.041
20,TSU,AlphaTauri,22,6,88.196,86.474,84.825,5.178,5.999
